count,arrest,year,community_area,primary_type
171,10,2013,5,05
24,2,2014,69,17
1598,135,2007,23,06
1,1,2009,35,16
9,2,2012,11,10
15,5,2012,64,04B
853,349,2010,67,26
533,174,2016,46,26
50,1,2011,34,05
40,12,2011,60,04A
413,124,2016,73,26
661,234,2015,32,08B
439,86,2010,43,04B
11,11,2012,63,22
17,0,2013,53,10
58,18,2012,21,04A
229,224,2012,56,18
162,157,2007,40,16
58,5,2008,49,02
9,3,2009,5,17
3,0,2008,62,20
421,86,2011,25,11
20,20,2011,43,19
132,33,2013,69,04A
9,1,2013,54,20
4,4,2008,40,22
89,7,2015,35,03
1451,314,2008,44,08B
31,7,2007,26,02
195,26,2009,15,11
31,10,2007,5,10
20,20,2007,28,22
1228,1225,2011,49,18
100,14,2008,56,03
178,176,2008,28,16
174,15,2011,18,06
239,239,2011,58,18
168,34,2013,53,04B
2,2,2009,34,22
15,2,2010,51,02
41,2,2010,43,10
2,2,2014,60,22
445,445,2011,1,18
14,4,2013,69,01A
10,0,2012,64,10
10,2,2012,31,20
552,33,2007,53,05
15,3,2012,11,04B
132,16,2008,15,03
22,6,2008,58,02
136,28,2009,56,11
165,7,2009,76,14
30,8,2008,1,02
3,3,2008,44,13
112,15,2010,63,04B
6,6,2012,43,22
615,45,2008,24,07
8,8,2009,2,22
126,31,2014,5,26
6,3,2013,11,24
16,1,2014,40,02
7,1,2011,44,09
1,1,2012,56,01A
76,56,2013,27,15
3,3,2013,28,13
3,3,2014,49,22
71,15,2009,5,08A
84,9,2007,59,07
7,3,2010,57,15
59,53,2012,53,24
1049,348,2013,32,11
359,17,2015,67,05
151,138,2009,66,15
650,56,2009,71,03
19,8,2016,16,15
186,186,2014,26,16
33,14,2012,15,04A
2,2,2010,64,22
4,1,2012,15,01A
2,0,2013,36,20
1,1,2012,39,16
358,27,2011,72,06
90,88,2008,23,19
10,3,2008,60,02
4,4,2009,7,16
29,29,2013,44,16
36,6,2016,26,20
1,0,2007,37,12
21,6,2012,56,04A
167,167,2012,21,18
1,0,2015,9,15
309,27,2016,43,07
7,6,2008,13,15
8,8,2014,1,22
118,118,2011,60,18
232,23,2008,71,11
1015,270,2013,28,08B
4,4,2014,58,22
74,58,2011,73,15
15,7,2010,69,01A
258,72,2007,64,08B
110,41,2008,22,04A
259,55,2016,65,08B
385,131,2007,25,04A
168,33,2012,67,11
214,23,2008,72,05
75,69,2012,63,24
136,18,2014,35,03
472,93,2011,75,08B
115,8,2012,45,03
16,16,2009,28,19
197,35,2010,53,04B
1,1,2012,12,12
136,98,2011,46,15
9,2,2008,,11
43,3,2013,43,10
9,3,2013,51,02
76,12,2011,64,08A
177,46,2012,5,08B
16,16,2007,34,19
36,20,2007,25,01A
1,1,2015,60,22
35,1,2009,10,07
181,24,2007,75,08A
2,0,2012,47,02
50,1,2016,50,05
1,0,2016,65,13
184,6,2011,54,14
198,58,2010,69,04A
8,3,2009,,03
8,2,2010,54,20
7,6,2008,22,01A
489,137,2016,19,26
220,220,2015,26,16
179,39,2009,67,04A
437,29,2014,67,05
5,5,2007,2,19
3,2,2008,45,01A
1216,317,2010,28,08B
1,0,2011,6,12
88,2,2011,36,14
4,4,2015,49,22
2,0,2008,75,09
19,2,2008,74,04B
4,0,2010,36,20
13,1,2015,40,02
106,25,2015,5,26
812,142,2007,35,06
1,0,2012,38,09
33,33,2010,44,16
12,10,2013,57,15
7,7,2015,58,22
966,79,2012,30,06
315,315,2009,23,16
12,4,2011,64,17
6,6,2015,1,22
690,182,2010,32,11
22,4,2009,75,10
234,17,2007,63,05
231,35,2012,22,03
2,2,2013,64,22
62,11,2013,63,04B
1,1,2015,21,19
95,3,2008,18,05
7,1,2007,75,17
317,64,2011,70,26
5,2,2010,11,24
33,7,2008,41,04B
75,52,2010,27,15
39,7,2008,45,04A
6,5,2010,28,13
21,11,2009,67,01A
8,1,2008,74,10
385,89,2015,69,08A
380,38,2012,28,05
6881,6865,2007,25,18
88,8,2016,71,20
116,23,2008,20,08A
556,553,2008,22,18
644,116,2008,3,26
706,49,2013,38,06
53,47,2014,58,24
40,34,2014,1,24
310,31,2015,23,03
289,226,2008,26,11
56,56,2011,30,16
161,7,2016,53,07
233,51,2007,49,11
33,9,2011,22,02
365,8,2008,34,06
123,7,2012,13,14
160,21,2013,55,06
98,10,2014,7,03
4,0,2007,37,20
1,0,2016,26,12
6,6,2012,53,22
211,87,2007,1,11
12,2,2013,63,10
70,17,2007,58,11
355,85,2011,16,26
31,31,2014,71,16
616,51,2013,6,14
34,33,2010,64,24
325,26,2009,26,03
29,1,2008,41,10
28,24,2009,2,24
1246,234,2016,68,08B
3,1,2011,11,17
11,0,2013,30,09
1098,1097,2010,69,18
97,81,2012,43,24
130,119,2014,49,24
1,1,2013,11,22
68,15,2009,75,04B
560,45,2009,40,06
12,4,2008,20,17
8,0,2016,37,02
16,1,2011,47,03
28,5,2015,69,17
888,76,2009,8,14
1492,1488,2009,67,18
314,78,2013,43,04B
24,4,2010,53,10
507,61,2014,28,11
914,39,2007,43,05
2976,253,2007,7,06
237,59,2007,11,08B
843,387,2013,67,26
1,1,2014,32,13
16,16,2014,60,24
6,6,2009,34,24
62,7,2009,33,07
24,6,2013,42,02
9,2,2011,45,02
1,0,2012,31,12
94,75,2007,28,24
369,127,2008,14,26
53,6,2007,71,02
11,0,2007,20,09
3,3,2007,11,13
201,9,2010,5,05
599,209,2014,32,08B
10,10,2011,53,19
17,16,2008,35,19
119,117,2008,45,18
51,10,2011,11,08A
63,4,2016,59,05
63,9,2007,60,11
63,1,2016,62,11
1343,76,2008,2,06
29,25,2008,40,24
106,8,2008,39,05
150,12,2014,6,07
940,88,2008,8,14
23,9,2014,3,17
2,2,2014,15,16
16,0,2016,56,20
106,18,2012,26,04A
1,1,2014,39,01A
5,1,2009,20,17
48,44,2013,38,24
23,5,2016,61,17
428,21,2014,58,06
828,100,2014,1,06
1947,1943,2008,67,18
2,2,2011,72,22
40,6,2007,60,03
60,5,2016,62,03
215,44,2011,41,08B
7,7,2012,76,15
23,3,2007,20,10
20,5,2007,27,20
8,6,2008,34,24
5,1,2013,72,17
56,8,2011,67,02
8,6,2013,55,24
54,9,2007,74,08A
6,2,2012,,18
1,0,2009,62,12
5,0,2011,47,11
395,149,2009,14,26
22,6,2013,18,08A
141,26,2013,45,26
120,14,2008,33,07
670,285,2011,42,26
248,7,2010,64,06
100,34,2014,14,08A
277,39,2014,28,03
67,67,2014,56,16
26,1,2016,15,20
13,13,2009,35,19
11,0,2010,53,09
563,31,2012,7,05
163,163,2013,14,18
1235,100,2009,2,06
100,22,2007,41,08A
1906,180,2012,43,06
5,3,2007,36,15
9,9,2016,12,18
130,129,2009,45,18
1213,77,2014,49,06
18,5,2014,39,04A
11,8,2012,26,01A
117,4,2016,4,05
120,23,2011,74,08B
149,3,2009,39,05
17,17,2014,18,18
22,17,2009,40,24
82,13,2016,31,04A
116,24,2009,20,08A
135,19,2007,58,03
256,34,2007,1,03
26,26,2014,72,18
167,52,2014,3,08A
11,0,2009,74,10
1,1,2010,35,13
32,13,2013,30,10
212,97,2014,20,26
312,250,2009,26,11
266,36,2016,61,08A
566,185,2009,3,26
20,4,2007,15,02
510,508,2009,22,18
1,0,2008,41,09
21,17,2007,7,24
3,1,2013,63,09
11,2,2007,74,17
430,30,2014,60,06
59,11,2013,72,08A
325,16,2009,34,06
24,22,2007,54,15
472,133,2013,22,26
467,465,2013,3,18
3560,345,2007,28,06
12,1,2012,55,04B
4,2,2013,18,17
13,1,2007,56,02
725,33,2007,73,14
2,2,2011,18,22
224,11,2015,23,11
347,23,2008,26,03
17,5,2009,41,10
13,2,2013,16,02
16,5,2014,14,17
492,43,2007,49,03
902,92,2012,66,14
18,6,2007,41,17
22,4,2008,2,24
137,30,2012,38,04B
516,110,2010,35,08B
9,9,2015,71,19
537,44,2008,40,06
283,14,2014,7,11
11,2,2016,31,01A
29,2,2016,27,02
88,20,2008,75,04B
19,19,2011,63,16
1225,60,2007,46,14
1,1,2009,45,01A
248,55,2008,67,04A
4,2,2013,14,01A
290,11,2007,30,05
151,114,2012,29,15
180,27,2012,22,11
12,0,2016,21,20
1584,1580,2012,26,18
271,48,2010,32,03
564,84,2012,63,06
22,20,2014,48,15
31,31,2014,26,19
11,4,2009,74,04B
3,0,2009,75,09
183,31,2013,30,04B
3,3,2014,21,16
3,3,2009,7,19
21,4,2012,38,10
3,3,2013,44,19
347,61,2012,44,08A
369,368,2008,23,16
5,5,2012,39,19
83,11,2013,39,08A
20,18,2007,23,22
26,4,2008,75,10
9,1,2014,18,04A
15,5,2013,70,02
120,8,2009,18,05
91,90,2014,39,18
8,2,2015,34,02
3,0,2012,55,10
23,12,2008,67,01A
75,6,2014,45,05
9,2,2016,12,04A
35,7,2009,45,04A
91,6,2012,35,05
36,14,2013,14,04A
27,7,2009,41,04B
365,15,2014,22,05
97,37,2009,22,04A
18,15,2010,37,15
1563,315,2013,23,08B
52,52,2011,43,16
4,1,2014,72,04A
22,20,2007,40,19
165,20,2009,72,05
4,3,2010,7,13
83,83,2016,31,18
7,7,2010,38,22
59,14,2007,20,04B
20,17,2008,28,19
46,16,2013,3,04A
132,10,2013,20,05
278,89,2011,51,26
21,18,2007,35,24
2,2,2010,55,22
6,0,2009,,11
12,2,2015,2,02
11,3,2013,43,09
13,2,2012,44,17
180,171,2012,30,24
1,1,2013,3,01A
449,35,2012,67,03
8,3,2013,39,17
17,1,2007,21,02
64,7,2012,45,11
3,2,2013,23,13
132,19,2014,35,11
55,1,2008,10,07
6,3,2009,22,01A
298,16,2010,11,06
1,0,2008,,03
456,91,2010,7,08B
552,47,2009,24,07
12,11,2008,2,22
21,5,2010,70,02
120,31,2007,55,08B
73,8,2008,5,08A
23,23,2007,2,16
20,18,2015,48,15
43,20,2010,14,04A
15,15,2015,26,19
15,15,2010,44,19
1,1,2015,18,01A
920,219,2007,38,08B
687,52,2008,71,03
145,27,2010,39,08A
96,7,2007,4,07
1,1,2011,18,24
143,108,2008,66,15
19,19,2007,7,22
56,10,2011,55,08A
88,3,2015,45,05
3,3,2007,38,13
13,13,2008,7,16
6,0,2014,34,02
53,53,2015,39,18
18,7,2009,60,02
215,50,2010,30,04B
10,1,2015,18,04A
84,84,2007,47,18
84,84,2009,23,19
6,4,2009,13,15
302,56,2011,38,08A
252,48,2016,17,08B
58,9,2011,44,10
1,1,2010,14,01A
238,21,2009,71,11
196,36,2013,32,03
1,1,2015,21,16
1,1,2012,0,18
2,1,2010,23,13
17,3,2014,2,02
1218,290,2009,44,08B
346,33,2013,11,06
365,94,2013,7,08B
10,9,2009,40,22
2,0,2012,64,09
52,9,2009,49,02
5,0,2009,62,20
19,6,2008,5,17
16,5,2012,71,01A
193,24,2008,15,11
11,0,2010,43,09
49,40,2016,42,15
1238,106,2007,19,14
17,5,2015,72,04A
858,45,2012,53,06
4,1,2010,3,01A
50,49,2009,28,16
10,3,2010,39,17
65,9,2009,56,03
291,18,2015,22,05
5,1,2011,55,17
57,16,2010,3,04A
5,2,2011,72,24
225,10,2010,20,05
174,8,2015,35,11
3,3,2013,55,22
28,21,2012,8,15
1,0,2007,5,09
1090,97,2011,25,03
5,4,2008,34,22
151,16,2009,15,03
18,15,2013,37,15
172,57,2012,71,04A
1977,421,2010,23,08B
9,2,2011,38,17
3,2,2009,44,13
4,3,2013,7,13
25,7,2009,1,02
4,3,2013,38,22
185,23,2008,56,11
14,2,2009,58,02
1,0,2016,15,12
230,5,2008,76,14
7,0,2013,53,09
309,309,2010,14,18
313,13,2011,40,05
854,136,2015,1,06
418,22,2015,58,06
38,5,2010,18,08A
13,10,2011,39,24
134,17,2010,45,26
44,44,2012,30,22
2,1,2007,47,01A
108,19,2012,25,02
223,18,2013,64,06
4,0,2012,20,13
4,1,2015,39,01A
1,0,2012,11,09
193,12,2015,6,07
16,7,2015,3,17
2,2,2015,15,16
247,29,2016,30,07
17,1,2007,47,04A
12,12,2015,18,18
25,25,2011,53,16
967,68,2015,49,06
22,6,2015,39,04A
4,4,2008,35,16
2,1,2010,72,17
327,94,2012,20,08B
27,19,2016,51,15
1,1,2007,35,22
10,10,2010,55,24
28,28,2015,56,16
7,1,2007,57,20
113,31,2015,14,08A
276,36,2015,28,03
14,10,2010,38,24
585,25,2012,23,05
373,29,2015,60,06
507,159,2013,35,08B
74,6,2009,52,07
191,18,2009,21,03
5,0,2016,57,02
1213,467,2008,69,26
2,1,2010,18,17
190,73,2015,20,26
182,49,2015,3,08A
14,14,2015,72,18
77,70,2007,23,24
1,0,2016,21,12
30,5,2010,16,02
4,4,2011,30,19
183,41,2011,44,04B
1076,79,2008,29,14
310,10,2015,7,11
6,6,2014,71,19
18,0,2010,63,09
55,9,2010,72,08A
662,163,2010,22,26
640,639,2010,3,18
125,9,2008,21,11
16,7,2015,14,17
248,15,2014,23,11
1266,1266,2012,71,18
19,0,2010,30,10
637,200,2011,24,26
5,3,2012,13,24
3,0,2010,36,17
5610,671,2008,8,06
6,1,2011,12,04B
65,65,2015,54,18
518,25,2011,29,05
414,30,2014,58,14
259,52,2010,17,26
385,27,2014,1,14
420,34,2012,68,03
114,22,2010,54,08A
779,43,2009,2,14
1304,71,2012,43,14
176,14,2014,46,03
13,0,2014,55,07
866,64,2014,49,14
17,16,2011,35,15
20,0,2007,75,20
102,81,2008,53,15
49,9,2009,37,04B
140,15,2014,38,07
298,84,2014,4,08B
66,55,2013,6,24
268,14,2010,64,14
128,13,2014,73,03
4,0,2011,64,20
16,1,2011,31,10
135,130,2008,65,18
515,158,2009,31,08B
80,15,2012,6,04B
51,8,2010,36,08A
87,1,2011,48,11
295,19,2014,60,14
19,9,2008,68,01A
7,5,2010,41,15
6,2,2010,10,02
131,5,2009,34,14
5,1,2016,75,02
285,53,2008,27,04B
12,4,2011,65,02
34,7,2010,50,03
67,55,2009,8,24
660,181,2016,23,26
8,7,2010,74,15
1342,191,2012,66,06
6,2,2010,54,17
116,8,2007,13,05
418,33,2008,40,14
1341,120,2007,46,06
1217,94,2007,28,14
15,4,2013,13,04B
1,1,2009,31,13
897,81,2007,73,06
251,53,2008,68,04A
67,67,2009,19,16
19,19,2015,36,18
18,0,2011,76,05
48,6,2016,5,03
23,4,2012,6,10
35,6,2010,59,03
150,22,2015,19,03
67,67,2011,66,16
156,37,2011,37,08B
420,73,2016,71,08A
39,13,2015,54,04A
21,1,2008,27,10
21,2,2008,20,20
35,4,2015,69,20
6,0,2010,33,02
441,41,2012,63,14
3,1,2015,54,01A
1,0,2012,9,02
7,1,2009,27,09
2,1,2011,7,15
13,13,2007,8,19
94,11,2012,65,03
7,3,2013,13,10
18,14,2011,54,24
131,6,2015,17,05
6,6,2015,61,19
12,3,2013,66,09
238,59,2016,45,08B
80,15,2009,12,08B
93,10,2010,4,11
73,16,2007,37,08A
14,13,2009,29,22
624,142,2016,22,08B
169,36,2011,52,26
3,3,2011,36,24
15,14,2008,73,19
3,1,2015,36,01A
34,9,2008,65,04A
24,4,2016,71,17
10,10,2008,46,19
11,2,2009,37,10
63,3,2011,68,02
243,23,2010,11,14
83,18,2011,31,04B
2,1,2011,11,20
2,0,2016,22,13
15,2,2015,36,04A
2,0,2008,65,01A
5,5,2014,47,15
1468,1464,2008,68,18
1,1,2007,37,17
22,22,2010,6,22
200,75,2011,6,08A
65,60,2012,40,15
33,4,2014,69,20
11,2,2010,66,09
42,8,2014,54,04A
110,4,2009,54,05
97,8,2013,4,11
148,13,2014,19,03
1,1,2009,17,01A
5,0,2009,57,09
2,1,2012,12,17
6,6,2007,6,13
7,1,2010,13,10
27,5,2013,59,03
30,30,2009,8,22
932,372,2007,6,08B
211,8,2011,14,07
6,4,2009,76,24
988,978,2012,61,18
7,2,2013,33,02
134,96,2011,23,15
1,1,2016,69,16
209,23,2009,42,07
27,9,2009,17,04A
2,2,2011,13,19
11,4,2008,57,10
134,14,2014,17,05
8,8,2014,61,19
1,1,2016,3,19
3,0,2014,54,01A
124,124,2007,29,19
1478,288,2007,19,06
203,9,2011,3,07
224,224,2007,48,18
30,16,2011,6,17
759,49,2012,53,14
140,30,2016,44,04A
39,6,2016,13,07
151,127,2008,43,15
19,19,2009,73,16
14,14,2013,6,22
23,3,2012,12,08A
77,77,2009,46,16
154,14,2013,11,14
269,87,2016,35,26
14,11,2007,39,15
223,216,2008,77,18
359,23,2008,16,07
11,8,2015,47,15
14,5,2014,36,04A
736,49,2008,76,06
56,2,2009,36,05
16,4,2011,77,02
18,1,2016,44,01A
85,5,2012,17,11
4,4,2012,13,22
27,16,2016,24,15
1,1,2007,75,12
446,32,2015,1,14
347,17,2015,58,14
98,13,2012,77,03
96,96,2014,54,18
199,18,2013,64,14
57,32,2010,6,24
105,15,2013,54,08A
7,6,2007,72,15
24,2,2016,49,09
66,9,2008,62,08A
5,5,2012,54,19
24,9,2012,61,01A
133,54,2012,61,04A
2,1,2016,1,09
106,7,2015,73,03
273,53,2015,4,08B
11,0,2016,58,09
1,1,2013,31,19
15,5,2016,26,17
213,41,2013,17,26
151,23,2015,38,07
184,42,2012,31,08A
85,76,2009,29,24
793,46,2015,49,14
21,12,2016,52,15
171,14,2015,46,03
12,0,2015,55,07
227,27,2008,70,07
100,100,2009,17,18
1,1,2013,36,17
8,1,2010,13,04B
232,232,2016,44,18
312,37,2008,61,03
28,6,2007,48,04A
103,4,2009,51,07
1,1,2013,74,15
8,6,2008,62,17
2,1,2009,5,20
246,52,2016,7,26
256,4,2015,60,14
4,3,2008,77,01A
8,2,2013,54,17
194,59,2012,4,26
100,83,2009,30,15
2,2,2011,54,22
20,20,2014,36,18
41,5,2013,50,03
29,7,2008,57,04B
58,3,2016,20,11
10,1,2012,31,17
111,21,2009,61,11
3,3,2007,18,15
219,24,2016,26,08A
36,6,2008,77,04A
3,0,2007,48,01A
3,3,2008,19,19
1429,143,2008,29,06
56,41,2008,63,15
7,0,2007,62,09
1,0,2016,60,09
49,3,2013,36,08A
212,19,2011,8,05
5,5,2013,41,15
7,2,2013,10,02
3,3,2012,36,19
54,1,2016,20,03
12,0,2010,39,20
345,16,2010,58,07
46,4,2013,50,11
184,23,2010,1,07
260,7,2011,39,14
4,0,2007,62,10
3016,188,2010,6,06
1,0,2014,3,12
12,1,2016,60,10
256,26,2009,61,03
101,27,2012,59,26
1,1,2009,77,01A
1,0,2008,5,20
7,3,2009,62,17
125,10,2008,51,07
84,71,2008,30,15
35,3,2014,64,07
25,10,2009,57,04B
248,62,2010,65,26
27,13,2009,77,04A
475,23,2010,38,14
100,8,2014,77,05
280,52,2010,66,04B
354,19,2015,68,05
17,3,2011,38,20
134,28,2008,61,11
5,2,2007,9,04A
521,24,2010,49,07
51,47,2009,63,15
1285,103,2009,29,06
4,4,2009,19,19
184,28,2011,10,26
4,1,2011,55,20
113,10,2010,55,14
4,0,2015,76,02
215,4,2015,73,11
1279,97,2007,23,14
222,173,2014,25,15
113,8,2010,60,07
47,14,2009,62,08A
14,14,2010,31,16
88,21,2014,62,26
15,0,2016,58,10
21,2,2016,1,10
1,1,2010,19,13
157,12,2015,46,11
133,18,2012,77,11
758,244,2016,28,26
38,7,2016,49,10
7,2,2011,17,02
134,32,2015,59,08B
1136,337,2010,19,08B
65,60,2008,29,24
103,103,2008,17,18
25,4,2010,24,02
1,0,2007,41,12
153,15,2009,70,07
3,3,2007,73,22
2,0,2010,18,20
81,15,2016,1,04B
130,24,2011,57,08B
151,138,2009,43,15
10,10,2008,73,16
98,10,2016,58,04B
138,6,2011,18,14
18,13,2012,2,15
6,6,2012,66,22
28,27,2008,46,16
143,4,2015,65,05
30,30,2007,46,22
860,320,2010,68,26
36,13,2012,17,03
44,5,2014,8,02
331,11,2009,16,07
268,22,2016,66,07
164,164,2009,77,18
463,21,2012,19,05
14,4,2015,14,20
55,3,2008,36,05
605,42,2009,76,06
191,63,2015,50,08B
60,9,2007,57,08A
314,109,2013,77,26
8,2,2010,52,02
279,53,2016,49,04B
5,5,2007,9,18
3,2,2013,46,13
58,3,2008,54,05
109,97,2007,19,24
41,3,2013,59,11
17,1,2015,3,20
125,4,2013,62,05
134,14,2007,32,07
8,0,2008,57,09
149,60,2012,50,26
24,24,2011,66,19
38,3,2015,29,02
35,12,2007,62,04B
41,11,2016,60,04B
9,7,2012,34,15
33,33,2015,61,16
44,43,2008,8,22
226,105,2011,33,26
13,6,2007,57,17
261,25,2008,42,07
580,139,2013,73,08B
1,0,2010,13,09
226,15,2014,19,11
8,4,2008,76,24
45,7,2013,4,03
296,296,2007,8,16
1099,224,2013,46,08B
8,1,2010,72,20
53,4,2014,11,07
21,11,2008,17,04A
162,1,2011,72,14
10,3,2009,57,10
29,24,2013,75,15
28,4,2010,66,10
11,11,2009,73,19
4,2,2007,74,20
394,99,2010,77,26
431,79,2007,27,08A
9,0,2013,52,02
15,15,2008,29,22
153,10,2014,65,05
39,17,2009,65,04A
172,170,2007,29,16
2,2,2011,27,13
33,27,2011,28,15
2,1,2009,37,09
13,13,2009,46,19
92,21,2016,56,08A
560,12,2011,69,07
1100,240,2011,27,08B
4,1,2008,37,10
179,5,2011,54,06
769,367,2013,68,26
11,1,2007,41,20
153,16,2016,15,08A
60,11,2007,61,02
1,0,2009,65,01A
205,79,2014,50,08B
10,4,2014,14,20
3,1,2013,18,20
1185,1184,2009,68,18
54,1,2015,8,02
1188,249,2010,46,08B
5,0,2013,72,20
150,5,2011,36,06
92,7,2012,65,11
20,3,2007,27,17
51,4,2014,29,02
3,0,2008,5,12
1302,276,2016,67,08B
328,29,2007,35,14
9,0,2016,41,02
31,27,2010,75,15
43,2,2013,66,10
46,7,2016,61,20
8,0,2012,48,02
8,2,2014,3,20
11,4,2016,56,17
692,154,2010,73,08B
12,2,2009,20,20
19,4,2009,27,10
56,3,2010,4,03
2,0,2016,74,02
2,2,2016,69,19
14,2,2008,27,09
185,2,2016,5,11
1,1,2010,73,13
5,1,2012,6,09
42,4,2015,11,07
693,78,2012,30,14
191,5,2015,19,11
36,16,2010,59,11
160,7,2010,62,05
21,6,2016,15,17
1,0,2016,67,13
1,1,2016,3,16
2,2,2011,13,16
76,15,2008,12,08B
1,1,2014,61,16
810,55,2007,66,05
307,21,2013,49,07
671,239,2008,31,08B
129,127,2009,65,18
267,49,2009,27,04B
592,32,2012,46,05
20,5,2009,68,01A
159,8,2008,34,14
328,49,2012,13,06
103,8,2013,55,14
283,24,2012,73,05
95,12,2016,21,08A
56,16,2008,8,24
2,0,2015,3,12
174,33,2013,65,26
1,1,2008,76,22
349,37,2013,38,14
207,54,2013,66,04B
3,3,2016,33,15
3,0,2010,72,12
107,7,2011,48,03
470,31,2009,40,14
26,2,2011,9,11
8,0,2013,39,20
294,9,2013,58,07
196,49,2009,68,04A
379,10,2014,68,05
46,1,2010,50,11
109,9,2015,77,05
3,3,2008,31,13
91,8,2013,1,07
28,28,2007,19,22
21,3,2012,44,20
2680,222,2013,6,06
67,67,2008,19,16
156,36,2012,62,08B
43,1,2015,64,07
169,20,2014,46,11
6,1,2011,31,09
91,14,2015,62,26
1038,59,2007,7,14
28,3,2013,24,02
269,214,2015,25,15
5141,751,2009,8,06
11,4,2016,21,17
1,0,2010,18,12
174,14,2014,73,11
921,234,2013,19,08B
5,0,2014,76,02
118,3,2013,60,07
2,2,2013,31,16
194,183,2012,66,24
892,31,2008,2,14
132,15,2016,32,05
110,89,2009,53,15
3,2,2013,19,13
45,40,2007,46,24
150,33,2014,59,08B
27,21,2007,73,24
58,8,2008,37,04B
176,36,2012,68,11
1,0,2015,14,12
16,0,2013,16,10
48,6,2008,5,03
88,27,2010,28,04A
10,0,2009,41,02
8,6,2009,10,15
12,1,2011,22,09
43,8,2013,70,04B
271,92,2011,63,26
183,13,2013,48,14
32,6,2015,34,04B
1978,293,2009,67,08B
24,6,2007,56,10
400,23,2007,70,05
21,4,2009,56,17
58,58,2007,11,18
17,1,2016,27,10
11,4,2016,20,20
618,121,2008,71,08A
78,10,2010,39,03
42,9,2009,61,20
60,16,2011,25,17
116,9,2009,5,11
52,5,2007,15,10
38,11,2013,30,02
12,12,2013,25,22
23,23,2009,69,19
2,1,2009,74,02
302,13,2011,46,07
10,1,2011,55,03
2,2,2013,22,16
125,125,2014,32,18
1,1,2012,32,19
277,110,2013,32,08A
391,85,2008,45,08B
250,9,2011,73,07
197,11,2011,38,03
2,2,2014,20,16
21,9,2009,15,17
33,33,2009,3,16
6,3,2010,28,01A
37,12,2016,65,04A
4857,1032,2007,25,08B
5,5,2010,69,13
1172,385,2008,22,08B
299,19,2010,27,07
219,7,2013,21,05
17,9,2007,64,04A
338,23,2012,52,14
1,1,2016,46,19
23,23,2009,14,16
45,8,2008,71,17
2,0,2016,37,09
2,2,2013,45,16
18,18,2011,42,16
68,13,2007,21,04B
142,28,2009,56,08A
90,8,2013,57,07
44,44,2010,67,19
1,1,2014,63,01B
412,32,2012,51,06
3,0,2014,9,07
48,12,2011,75,04A
199,69,2014,56,26
50,8,2015,2,04B
4,2,2011,75,01A
931,238,2011,25,08A
10,5,2012,5,04A
21,21,2015,75,24
23,5,2011,67,10
85,5,2015,37,14
9,8,2007,25,13
1715,333,2010,69,08B
43,19,2013,32,17
6,1,2013,42,09
356,100,2014,15,26
11,5,2007,20,02
13,3,2007,71,09
33,25,2012,70,24
102,3,2013,47,06
2,1,2007,64,01A
472,472,2016,68,18
10,10,2011,32,22
5,0,2016,65,01A
182,47,2009,15,08A
4,4,2008,22,13
33,2,2007,21,10
11,1,2012,17,20
517,515,2010,28,18
4,1,2013,51,09
1171,91,2012,24,14
1,1,2014,32,01A
4893,597,2016,8,06
21,6,2009,21,17
11,7,2007,11,04A
18,3,2010,18,03
35,19,2014,32,04A
117,101,2016,53,15
5,0,2012,47,09
112,21,2009,32,05
837,65,2012,42,06
383,76,2011,67,04B
1,1,2007,11,01A
55,42,2012,16,24
1119,293,2011,43,26
16,4,2015,2,10
529,19,2012,69,05
70,2,2015,14,03
379,65,2015,28,08A
134,131,2007,64,18
169,16,2013,56,05
50,8,2016,68,01A
250,24,2016,27,04B
11,2,2008,75,02
158,22,2015,74,06
4,2,2015,40,09
43,43,2016,65,18
23,3,2012,38,02
423,23,2007,16,05
224,224,2011,75,18
215,60,2014,21,26
115,14,2015,3,03
50,11,2013,16,04B
1268,542,2008,23,26
4,2,2009,33,15
36,10,2015,34,10
5,2,2012,55,02
141,35,2009,21,08A
62,18,2007,56,04B
84,70,2007,69,24
11,4,2013,70,10
344,19,2016,40,14
66,66,2012,5,18
24,3,2010,72,03
260,22,2013,15,05
230,206,2010,25,24
487,26,2015,41,06
309,95,2014,69,11
59,20,2007,15,04B
47,4,2015,28,17
5,0,2013,4,20
194,55,2016,68,04A
588,21,2011,19,07
3,3,2012,70,22
14,1,2007,26,09
1,1,2015,32,01A
1373,164,2007,3,06
33,15,2007,1,17
2,2,2011,60,13
49,42,2011,32,24
36,4,2007,58,17
29,5,2009,58,10
8,3,2007,74,03
157,109,2007,34,26
49,8,2009,1,10
127,26,2007,60,08A
37,10,2016,62,08A
28,2,2008,49,09
80,6,2011,11,11
94,14,2014,14,03
20,12,2007,50,15
380,75,2014,28,08A
601,130,2012,25,04B
29,4,2009,49,10
23,7,2008,26,17
12,1,2014,2,10
1285,668,2009,28,26
8,1,2008,58,09
2,1,2008,1,09
20,6,2013,18,03
275,23,2016,70,07
454,110,2012,21,08B
416,399,2013,28,18
177,28,2007,41,03
17,14,2008,52,15
37,9,2007,49,17
1,0,2010,51,09
340,77,2011,60,08B
39,16,2015,32,04A
6,1,2009,60,10
260,21,2016,61,03
26,5,2014,34,10
1,0,2016,20,12
1,1,2009,61,12
1,1,2011,70,19
5,0,2010,4,20
181,30,2007,58,08A
924,914,2008,44,18
103,8,2009,20,03
