count,arrest,year,community_area,primary_type
4,2,2012,74,10
1,1,2015,47,24
268,25,2007,40,05
276,23,2008,13,14
444,103,2015,14,08B
33,1,2015,9,14
1112,367,2010,71,26
13,9,2007,39,24
435,16,2012,34,06
4,0,2015,50,20
11,2,2015,16,09
1,1,2014,22,19
1,0,2011,47,01A
1,0,2014,59,12
168,35,2013,35,08A
292,60,2007,44,04B
9,9,2010,74,22
6,6,2012,35,19
157,45,2015,23,04A
253,60,2012,14,26
25,5,2014,53,02
11,1,2015,42,10
138,5,2010,48,07
1,0,2008,31,12
113,7,2012,39,05
12,5,2009,26,01A
41,37,2012,40,24
978,67,2012,2,06
162,159,2014,35,18
461,31,2013,44,05
22,7,2014,7,04A
379,14,2009,7,05
80,80,2012,45,18
1909,291,2009,43,06
610,164,2015,3,08B
34,4,2015,51,04B
136,1,2016,31,11
1,1,2014,7,01A
1,0,2013,,26
108,25,2009,26,04A
35,6,2013,46,20
127,28,2010,72,08B
136,5,2014,26,05
9,2,2012,20,17
64,64,2015,67,16
1,1,2010,41,22
15,1,2013,73,20
18,6,2015,23,01A
14,6,2009,,18
108,100,2011,23,24
7,7,2007,30,19
7,5,2009,76,15
28,3,2015,37,07
7,0,2007,47,11
757,280,2013,71,26
1093,604,2007,42,26
102,2,2015,39,11
1,1,2007,41,13
84,11,2011,41,08A
10,5,2014,63,02
1519,1514,2009,71,18
10,10,2011,36,15
1,1,2016,52,22
135,27,2007,74,08B
630,87,2010,75,06
172,24,2010,40,04B
341,24,2016,10,06
4,4,2014,14,13
97,2,2012,52,07
826,121,2008,32,26
107,28,2013,18,08B
3,0,2010,19,12
179,14,2013,57,14
6,0,2014,16,09
9,1,2014,50,20
384,126,2014,14,08B
39,1,2014,9,14
9,9,2014,47,24
64,10,2011,60,03
317,93,2007,41,08B
9,2,2010,35,17
20,5,2011,20,10
17,0,2011,27,20
113,17,2012,21,03
58,8,2011,74,08A
532,30,2010,27,14
85,13,2007,67,02
7,0,2011,56,02
34,3,2010,73,20
571,162,2014,3,08B
3438,406,2011,28,06
113,113,2015,35,18
512,25,2011,73,14
14,4,2015,7,04A
459,147,2009,20,08B
844,192,2016,61,08B
23,2,2008,64,04B
2,2,2007,18,22
18,1,2008,11,10
425,19,2011,49,03
215,214,2008,56,18
53,15,2008,21,04A
14,2,2014,42,10
19,0,2015,53,02
614,30,2009,23,05
17,5,2010,,26
154,48,2014,23,04A
14,5,2011,41,17
11,11,2008,63,22
121,28,2013,72,08B
30,5,2010,46,20
711,44,2011,46,14
50,5,2016,67,20
1,1,2015,45,19
19,19,2007,63,16
130,20,2011,58,03
10,1,2008,12,20
251,31,2011,1,03
4,1,2008,21,01A
560,27,2010,44,05
15,4,2011,15,02
26,5,2014,23,01A
16,16,2014,67,16
116,20,2009,25,02
158,29,2010,35,08A
111,4,2015,26,05
2,0,2009,11,09
25,20,2011,7,24
1,1,2016,61,13
4,1,2011,74,17
91,9,2013,48,07
35,35,2009,30,22
26,17,2011,54,15
56,10,2014,51,04B
443,442,2008,15,18
146,27,2014,42,04B
35,26,2009,8,15
28,11,2013,23,17
17,17,2011,23,22
40,2,2015,18,11
18,3,2012,1,02
97,13,2016,40,07
29,3,2012,58,02
2173,320,2015,25,06
109,12,2012,15,03
7,6,2010,41,24
13,3,2008,11,04B
467,32,2014,71,05
9,2,2008,64,10
13,4,2008,31,20
226,66,2009,71,04A
2,2,2012,40,22
1,0,2013,73,12
1130,273,2012,44,08B
16,5,2009,71,01A
318,17,2011,30,05
41,4,2012,49,02
10,2,2012,62,20
4,0,2009,64,09
232,48,2013,39,08B
55,8,2014,43,02
10,1,2014,51,10
1,1,2009,0,18
92,27,2010,14,11
22,22,2012,28,16
51,7,2012,56,03
5,4,2010,74,24
17,3,2010,7,17
952,47,2009,53,06
10,1,2010,2,09
236,38,2010,3,11
2,2,2007,39,22
399,85,2013,23,08A
55,55,2012,23,19
494,250,2010,26,26
10,3,2012,60,02
32,8,2013,19,20
1,1,2008,15,01A
45,45,2015,7,18
655,82,2016,33,06
28,5,2015,35,04A
23,9,2011,21,02
405,35,2013,69,03
7,1,2010,40,10
237,14,2012,71,11
552,188,2015,44,26
7,6,2012,13,15
2372,2366,2014,23,18
9,9,2016,24,22
236,233,2008,21,18
1,1,2010,5,16
45,14,2008,56,04A
5,2,2008,56,01A
92,92,2007,43,16
22,22,2011,40,19
640,29,2012,24,07
10,9,2013,6,15
57,11,2011,20,04B
17,15,2008,43,22
3,2,2014,59,20
3,1,2015,35,01A
45,18,2008,15,04A
100,2,2015,72,11
8,0,2014,70,09
19,15,2011,35,24
311,92,2007,51,26
26,22,2008,53,24
95,28,2010,7,08A
113,26,2007,64,08A
16,1,2014,70,10
1,1,2012,7,16
236,60,2013,21,26
2,2,2011,34,19
30,10,2010,28,17
70,13,2016,65,08A
67,11,2014,16,04B
142,24,2011,75,08A
20,4,2015,72,03
30,11,2011,25,01A
165,15,2016,2,07
297,255,2015,25,24
196,195,2009,21,18
216,13,2007,54,14
37,16,2009,56,04A
130,8,2014,56,05
767,58,2010,41,06
7,1,2014,4,20
3,0,2009,56,01A
66,51,2007,73,15
62,12,2012,5,08A
207,72,2011,64,08B
165,19,2010,3,03
328,106,2011,25,04A
292,117,2013,69,11
10,10,2009,43,22
7,7,2012,2,22
6,1,2010,34,10
428,33,2012,71,03
5,0,2010,40,09
167,154,2012,66,15
61,27,2009,15,04A
218,23,2010,74,06
242,22,2014,15,05
556,99,2007,75,08B
68,64,2007,46,15
35,29,2009,53,24
2,2,2012,34,22
32,3,2010,2,10
10,0,2007,64,17
47,30,2008,8,15
260,15,2011,63,05
7,0,2016,65,17
8,8,2016,33,24
423,102,2010,28,08A
129,16,2010,14,03
124,11,2012,76,14
137,16,2012,56,11
402,78,2007,70,26
14,3,2011,75,17
3,0,2014,51,09
238,69,2008,71,04A
23,4,2009,31,20
6,1,2009,64,10
1,1,2013,75,22
12,4,2009,11,04B
4,2,2008,64,09
19,10,2008,71,01A
7,2,2012,5,17
15,0,2015,18,03
1,1,2007,6,12
89,9,2007,36,14
39,3,2016,34,07
666,44,2011,35,06
1046,73,2008,53,06
29,11,2013,32,04A
153,15,2012,15,11
316,315,2015,28,18
165,27,2011,1,11
452,150,2008,20,08B
1,0,2011,37,20
82,6,2010,37,14
187,62,2013,56,26
59,13,2011,58,11
6,2,2013,9,07
1344,331,2015,69,08B
13,2,2009,11,10
1,1,2012,35,16
525,175,2007,16,26
112,6,2014,57,07
34,12,2009,64,04B
20,20,2009,63,22
583,44,2008,23,05
194,194,2009,56,18
69,19,2009,21,04A
163,3,2014,21,05
12,5,2007,11,17
87,24,2010,2,04B
37,28,2010,75,24
5,3,2016,10,24
31,31,2015,67,19
10,4,2016,45,20
2,0,2009,12,20
5102,5089,2011,25,18
446,126,2013,15,26
28,8,2014,32,17
5,1,2014,42,09
80,1,2014,47,06
1,0,2009,21,01A
184,182,2007,30,16
2,2,2008,20,13
3,0,2008,11,09
218,67,2011,49,11
417,81,2016,68,08A
125,22,2008,25,02
1,0,2015,69,13
162,22,2015,27,07
38,8,2007,22,02
371,368,2009,15,18
57,55,2008,30,22
84,75,2011,28,24
17,2,2007,45,02
43,5,2011,71,02
4,1,2011,20,09
17,13,2007,53,19
11,3,2015,28,01A
1005,71,2012,29,14
49,12,2014,70,04B
73,13,2007,11,08A
1776,1756,2008,71,18
51,6,2011,60,11
182,9,2014,48,14
11,0,2014,16,10
38,5,2016,22,20
110,9,2012,21,11
3,3,2013,20,16
82,2,2015,39,03
25,1,2007,47,03
896,460,2009,32,26
244,105,2014,32,08A
96,26,2015,28,04A
1468,41,2011,43,05
10,10,2014,25,22
20,5,2016,68,17
177,44,2011,11,08B
2497,176,2011,7,06
201,195,2013,32,18
1,1,2014,22,16
23,6,2010,34,04B
788,360,2012,69,26
31,7,2014,30,02
76,37,2007,1,04A
86,12,2016,31,03
56,23,2007,58,04A
118,4,2015,21,05
69,3,2012,33,07
17,6,2007,49,01A
3,3,2007,63,19
53,7,2015,57,07
409,38,2016,42,14
53,42,2007,19,15
15,5,2008,26,01A
529,126,2010,15,26
1281,331,2014,69,08B
2271,338,2008,43,06
559,21,2008,7,05
1297,1294,2012,67,18
190,19,2014,27,07
37,9,2013,2,04B
15,12,2013,75,24
3206,182,2016,24,06
112,15,2016,77,08A
701,62,2012,8,14
112,29,2008,26,04A
57,1,2015,47,06
22,9,2008,,18
65,2,2011,50,07
92,11,2013,37,14
584,45,2007,39,06
260,83,2007,49,04A
258,70,2010,56,26
31,8,2015,32,17
8,0,2015,42,09
9,9,2012,34,24
8,0,2010,9,07
3,2,2007,1,01A
6,6,2008,76,15
23,23,2014,67,19
340,15,2007,2,05
5,1,2007,58,01A
1,1,2016,33,22
7,2,2007,6,20
22,3,2015,16,10
318,20,2012,26,03
301,299,2010,32,18
29,8,2013,34,04B
195,14,2015,48,14
1,1,2016,50,19
5,5,2009,53,22
64,15,2015,70,04B
20,5,2008,55,04B
14,14,2010,20,16
65,5,2007,34,05
511,43,2012,40,06
6,2,2014,28,01A
46,5,2012,75,04B
13,3,2016,62,04A
33,14,2007,60,04A
36,29,2012,2,24
1418,60,2008,66,14
173,37,2008,38,04B
95,81,2009,43,24
38,5,2016,6,02
19,7,2011,5,04B
33,6,2015,30,02
3,3,2015,22,16
14,4,2016,77,17
2,0,2016,48,09
5,5,2015,25,22
5,0,2016,9,10
4,2,2007,60,01A
347,34,2009,28,05
6,2,2016,62,01A
71,29,2014,28,04A
262,75,2015,32,08A
1,0,2014,4,12
214,7,2009,13,14
1504,136,2011,23,06
87,8,2014,39,03
21,1,2012,75,10
3,1,2013,40,09
112,5,2015,56,05
179,20,2013,74,06
356,316,2014,25,24
346,35,2009,22,03
13,7,2008,39,19
190,190,2012,23,16
444,81,2008,44,08A
929,85,2009,30,06
1,0,2016,22,12
351,350,2007,58,18
818,818,2007,1,18
24,5,2014,72,03
22,3,2008,38,10
524,24,2011,53,05
88,6,2008,35,05
55,12,2015,16,04B
20,6,2012,67,01A
123,11,2013,3,03
194,34,2010,69,11
9,0,2015,70,10
6,1,2008,55,10
17,2,2013,34,10
1,0,2009,55,09
667,96,2008,63,06
1369,1355,2008,26,18
63,63,2011,40,16
107,78,2008,29,15
238,26,2008,22,11
458,115,2007,25,11
48,44,2007,43,19
251,14,2015,15,05
619,37,2013,41,06
158,55,2012,67,04A
20,3,2011,26,02
15,15,2011,28,22
12,3,2011,5,10
3,0,2009,38,09
2,1,2016,9,04B
324,83,2010,21,26
2028,1697,2007,49,18
10,2,2015,4,20
267,19,2007,18,06
99,9,2013,28,17
1,1,2008,,04A
406,21,2007,72,06
540,37,2008,67,03
3,0,2015,51,09
199,47,2009,5,08B
39,9,2010,32,04A
175,168,2008,30,24
35,4,2008,44,17
1,0,2012,,03
2,0,2009,47,02
134,134,2007,60,18
40,0,2012,10,07
17,17,2016,62,18
65,7,2008,45,11
218,11,2016,52,06
304,303,2014,28,18
76,69,2009,63,24
139,14,2009,67,11
7,3,2007,44,09
252,20,2016,51,14
3,3,2010,75,22
2,2,2016,10,22
1,1,2010,32,01A
109,3,2011,59,07
24,0,2013,2,10
14,3,2014,18,03
1,1,2009,5,13
380,90,2013,28,08A
125,19,2013,14,03
18,18,2012,28,19
148,18,2009,45,03
7,0,2016,12,03
1,1,2014,73,13
1,0,2012,26,12
3,3,2016,53,22
1,1,2009,50,19
7,2,2015,72,20
34,5,2015,66,10
1777,272,2012,68,08B
54,53,2010,61,16
32,5,2009,6,02
839,73,2008,16,14
68,64,2016,43,24
15,0,2008,48,10
16,1,2009,62,04A
100,6,2014,62,05
1,0,2015,13,09
33,1,2014,59,11
18,7,2009,77,17
3,1,2009,48,09
3,2,2012,68,13
28,22,2014,75,15
279,21,2016,28,05
34,3,2012,71,20
2,0,2009,9,10
57,50,2008,24,24
43,7,2010,29,02
57,2,2013,11,07
946,248,2014,46,08B
478,117,2014,73,08B
14,13,2007,59,24
8,2,2010,3,20
30,3,2014,4,03
395,36,2011,3,14
288,7,2012,53,07
174,13,2013,19,11
4,1,2007,9,17
114,2,2016,13,14
34,9,2007,77,10
7,1,2015,52,02
101,11,2009,31,03
83,4,2012,59,05
47,5,2012,62,11
293,75,2010,50,08B
451,45,2011,14,14
74,23,2011,9,08B
1,1,2015,12,16
16,4,2010,14,20
741,51,2009,42,14
3639,268,2009,24,06
275,14,2010,65,05
2,1,2012,37,02
165,45,2009,77,08A
837,470,2015,68,26
75,73,2007,57,18
244,65,2014,77,26
97,17,2008,31,11
3,3,2009,33,22
44,5,2013,8,02
137,7,2011,10,05
6,0,2015,18,20
729,59,2007,4,06
22,5,2007,9,08A
101,27,2013,62,26
1,0,2008,67,12
108,20,2016,5,08B
110,24,2008,54,26
26,0,2015,24,02
249,194,2013,25,15
77,77,2009,62,18
70,11,2012,50,05
4,0,2016,47,02
41,1,2008,12,11
103,5,2011,37,03
868,231,2015,19,08B
190,42,2010,59,08B
412,13,2009,51,14
2,2,2015,31,16
97,11,2015,60,07
1,1,2009,10,22
289,78,2012,65,08B
1,0,2015,19,13
116,11,2010,46,11
298,20,2009,52,06
86,4,2011,33,05
220,8,2016,67,11
24,23,2016,63,24
1,1,2010,59,13
126,14,2010,73,11
65,5,2016,45,03
7,0,2009,12,03
106,23,2008,17,08A
1,0,2013,14,12
1,0,2009,22,12
772,48,2016,30,06
1,1,2009,59,19
243,14,2015,49,07
62,5,2015,55,14
847,15,2008,70,14
107,44,2011,27,11
214,14,2016,22,03
66,13,2008,48,04B
2,2,2008,4,19
5,1,2013,3,12
167,31,2015,65,26
9,8,2011,32,15
62,4,2014,50,11
873,59,2010,68,05
2,1,2007,57,01A
5,0,2007,17,09
374,22,2015,38,14
192,36,2015,66,04B
16,3,2007,57,04A
622,187,2012,19,26
1,0,2016,55,09
70,25,2007,77,04B
122,31,2008,36,26
21,17,2008,52,24
173,14,2013,77,05
6,1,2007,47,20
113,10,2015,1,07
5,1,2009,9,04B
169,16,2015,58,07
5,0,2015,39,20
11,9,2007,50,24
41,2,2013,64,07
2171,209,2015,6,06
1,0,2016,38,09
16,5,2008,17,17
140,10,2013,73,11
15,10,2009,33,24
596,54,2007,28,07
18,5,2009,65,17
1,0,2013,76,02
832,228,2014,19,08B
105,91,2007,69,15
1,1,2010,14,12
9,0,2016,64,10
18,3,2016,31,20
32,6,2014,24,02
6,2,2016,11,04B
197,21,2008,40,07
155,15,2013,46,11
24,4,2007,65,10
230,41,2007,6,03
168,39,2013,59,08B
101,32,2010,62,26
2,2,2014,19,13
76,3,2014,60,07
285,236,2010,25,15
67,5,2009,34,07
230,12,2010,77,05
187,44,2014,66,04B
348,24,2014,38,14
1,1,2016,15,01A
4,4,2009,4,16
21,21,2007,59,22
105,19,2009,65,08A
50,1,2015,50,11
880,78,2008,33,06
144,32,2007,27,04A
60,4,2010,64,07
163,43,2014,65,26
1,1,2008,59,16
18,8,2012,26,20
31,5,2016,56,04A
28,28,2016,21,18
47,46,2008,24,22
221,27,2009,2,07
397,27,2012,43,07
69,7,2014,55,14
220,22,2014,49,07
202,200,2007,24,16
34,0,2011,57,11
2196,229,2014,6,06
3,1,2010,3,12
1,1,2016,43,22
397,32,2013,68,05
3,2,2016,56,01A
163,10,2014,58,07
7,0,2014,39,20
117,6,2014,1,07
14,6,2007,31,02
7,3,2007,27,01A
515,105,2007,68,04B
1,0,2012,71,12
35,34,2016,53,24
23,19,2012,16,15
60,10,2016,15,04A
2,0,2014,13,09
79,0,2015,62,05
8,2,2013,3,20
44,2,2015,59,11
24,2,2011,61,09
1,0,2007,50,22
156,13,2010,19,11
477,129,2012,77,08B
1,0,2007,12,02
44,13,2009,22,20
26,1,2014,66,10
563,50,2008,10,06
52,9,2013,29,02
6,5,2008,52,22
53,2,2010,11,07
7,0,2014,72,20
31,25,2012,70,15
23,23,2013,61,16
43,6,2007,68,10
42,6,2015,4,03
571,246,2016,32,26
514,93,2015,73,08B
994,270,2015,46,08B
36,12,2009,68,17
1,1,2012,77,13
22,21,2015,75,15
1,0,2012,,20
7,0,2016,11,10
1047,359,2007,66,26
10,4,2016,64,04B
1560,281,2008,61,08B
1737,1734,2007,27,18
55,9,2007,65,04B
28,3,2010,8,02
530,162,2012,46,26
54,13,2008,67,20
2,0,2009,10,24
199,7,2013,65,05
379,120,2012,73,26
1,1,2016,63,22
7,0,2014,52,02
46,19,2016,21,04A
55,55,2016,56,18
2,1,2014,18,20
3,1,2016,21,01A
220,70,2013,50,08B
2,1,2016,12,20
8,1,2009,45,20
15,1,2013,14,20
318,13,2012,63,07
249,73,2015,77,26
80,80,2016,15,18
5,5,2007,33,19
4,3,2008,61,13
616,286,2014,68,26
575,88,2009,68,08A
385,17,2012,30,07
1380,361,2009,61,08B
11,2,2010,36,04A
19,19,2015,6,22
45,36,2012,51,15
254,54,2016,20,08B
49,10,2009,67,20
2,1,2008,10,24
135,6,2015,11,14
327,14,2016,23,05
6,5,2013,47,15
164,56,2007,13,26
9,3,2008,45,20
2,2,2009,61,13
24,24,2016,30,22
730,100,2008,68,08A
153,22,2007,35,07
92,8,2016,25,02
1,1,2016,20,13
2,1,2010,36,01A
919,34,2011,24,05
133,5,2015,4,11
459,44,2009,10,06
2,0,2010,54,01A
30,14,2008,22,20
103,31,2007,25,20
215,10,2010,17,05
28,26,2010,61,19
302,302,2016,71,18
22,3,2007,68,09
892,394,2011,29,26
4,4,2009,52,22
288,35,2010,19,03
38,2,2015,59,03
44,5,2010,69,20
10,0,2014,66,09
8,0,2015,33,02
34,8,2010,54,04A
820,42,2011,69,14
4,1,2012,57,02
1,1,2012,21,12
5,0,2014,13,10
28,5,2011,61,10
223,223,2007,37,18
40,11,2008,68,17
677,79,2009,33,06
7,7,2008,4,16
117,17,2008,65,08A
53,5,2011,57,03
179,7,2011,52,05
17,16,2007,4,22
1,1,2013,69,12
1,1,2009,59,16
60,58,2010,36,18
311,19,2013,60,14
263,61,2012,17,08B
4,2,2015,54,17
2,2,2015,74,15
223,8,2008,2,07
40,40,2009,24,22
20,2,2015,50,03
2,1,2012,17,13
6,1,2014,13,04B
254,53,2011,61,04B
239,21,2007,7,07
7,0,2015,10,02
3,2,2015,41,15
39,6,2015,36,08A
344,25,2013,58,14
730,244,2011,76,26
16,5,2008,65,17
536,41,2013,1,14
18,3,2008,33,24
1,1,2007,37,01A
41,30,2016,8,15
150,5,2015,64,14
486,100,2007,6,11
1,1,2013,4,13
105,24,2015,54,08A
223,57,2016,71,04A
161,11,2009,40,07
57,52,2014,6,24
5,0,2007,65,09
340,111,2013,4,08B
127,124,2010,54,18
228,30,2013,73,03
172,18,2013,38,07
209,42,2015,17,26
2,0,2016,64,09
27,2,2016,71,01A
99,79,2012,42,15
902,58,2013,49,14
19,7,2007,37,04A
493,27,2016,53,06
3,1,2015,36,17
68,7,2008,34,07
244,19,2013,46,03
42,0,2013,55,07
15,1,2016,38,10
337,49,2016,44,08A
1,1,2008,22,12
1,1,2009,4,19
45,7,2009,48,04B
1,1,2007,25,12
1,1,2014,74,15
6,0,2014,54,17
626,42,2009,70,14
11,11,2007,24,19
1,0,2016,55,10
4,1,2012,12,04A
48,0,2016,35,05
416,25,2010,60,14
46,8,2014,36,08A
6,2,2014,10,02
13,2,2011,60,20
4,3,2014,41,15
21,4,2007,17,10
219,164,2016,29,15
115,24,2009,36,26
30,18,2009,52,24
349,8,2016,22,11
292,20,2011,27,03
15,6,2012,21,20
1390,1390,2016,26,18
408,39,2016,63,06
2,0,2008,9,04B
10,2,2015,13,04B
10,5,2009,17,17
613,61,2007,23,07
48,47,2013,36,18
35,5,2014,50,03
37,35,2007,14,15
12,2,2016,44,17
146,31,2009,54,26
60,54,2016,30,24
1103,59,2010,49,14
34,2,2011,49,20
5,2,2011,62,02
93,22,2014,54,08A
354,23,2016,67,03
273,19,2010,46,03
41,1,2010,55,07
36,18,2011,6,04A
135,8,2014,64,14
73,3,2016,45,11
24,21,2007,3,15
29,2,2009,12,11
78,78,2013,54,18
323,66,2010,4,08B
88,85,2008,62,18
163,16,2010,73,03
266,28,2010,38,07
4,4,2008,10,22
3,2,2010,4,13
1,0,2014,36,17
441,19,2008,51,14
3,3,2007,10,16
272,271,2012,31,18
317,17,2008,52,06
18,4,2011,1,20
419,30,2010,58,14
11,3,2008,12,03
44,22,2011,37,11
2,1,2011,6,01A
29,10,2011,58,20
628,37,2010,1,14
79,4,2011,39,07
214,47,2014,17,26
300,11,2007,50,06
50,42,2015,6,24
100,23,2009,17,08A
146,9,2014,11,14
126,26,2007,48,08A
41,4,2011,72,07
104,20,2008,31,03
11,3,2012,15,20
256,20,2016,7,05
4,4,2010,47,15
33,33,2014,6,22
1262,138,2016,43,06
9,8,2012,12,18
29,7,2016,26,01A
214,3,2012,4,05
739,43,2008,42,14
256,51,2011,48,08B
7,1,2012,56,20
220,28,2008,77,08A
114,26,2016,26,04A
4363,305,2008,24,06
23,11,2012,61,17
83,9,2009,31,11
464,127,2007,59,06
62,5,2012,62,03
2,2,2008,33,22
8,2,2013,36,04A
10,9,2016,76,15
5,5,2007,33,16
595,87,2007,32,14
964,511,2011,8,26
282,280,2011,6,18
16,4,2016,55,04B
7,0,2007,48,17
2,1,2007,77,09
2,2,2008,50,19
791,57,2009,16,14
30,3,2008,6,02
163,29,2013,19,03
126,7,2014,4,11
782,36,2016,66,14
95,9,2016,38,04B
28,6,2013,69,20
7,5,2012,31,01A
18,5,2012,27,02
21,5,2008,62,04A
1,0,2009,9,09
9,0,2009,48,10
37,5,2013,54,04A
1,1,2007,52,19
1,0,2008,62,01A
58,22,2012,31,04A
51,38,2009,24,24
3,0,2015,13,10
2,0,2013,54,01A
19,4,2008,77,17
1,0,2008,48,09
208,11,2013,17,05
6,6,2013,61,19
360,101,2012,61,08A
16,6,2007,17,04B
8,0,2014,33,02
11,2,2015,66,09
30,5,2014,59,03
27,25,2007,4,24
95,4,2011,18,07
2,1,2010,15,12
219,219,2013,31,18
1241,473,2011,8,11
5,1,2007,59,09
1394,254,2016,23,08B
1026,69,2015,43,14
498,16,2011,44,07
450,137,2009,31,26
100,36,2014,61,04A
503,38,2009,61,05
10,4,2011,13,04A
115,5,2016,20,05
9,7,2009,48,24
139,28,2014,31,08A
66,25,2016,3,04A
19,1,2008,24,09
22,3,2007,70,20
6,1,2016,39,17
59,8,2009,24,10
2,2,2008,9,24
8,0,2016,3,01A
18,5,2009,4,17
1,1,2015,13,24
103,4,2008,47,14
1,1,2011,13,01A
101,82,2010,42,15
23,8,2008,59,17
7,0,2016,43,09
15,5,2014,61,01A
1,1,2010,56,12
62,8,2014,77,03
289,25,2015,68,03
23,6,2007,4,10
2,2,2016,23,13
74,28,2007,24,17
44,12,2009,52,04B
98,98,2012,54,18
13,7,2013,21,20
40,11,2011,19,02
3,1,2016,14,01A
331,77,2010,17,08B
877,56,2015,66,06
197,42,2016,30,04B
29,29,2012,36,18
1169,267,2011,24,08B
525,522,2008,19,18
18,6,2014,31,17
9,7,2007,29,01A
430,36,2008,48,06
1,1,2009,65,16
91,21,2009,4,08A
84,8,2016,39,08A
96,2,2009,9,06
193,66,2007,29,04A
5,3,2011,24,13
186,46,2014,4,26
68,12,2008,59,08A
2,2,2016,44,19
72,20,2015,6,04B
49,5,2016,14,04A
2,2,2013,12,04A
42,42,2007,76,18
1195,206,2007,77,06
487,118,2007,24,08A
15,3,2016,70,02
1,1,2007,,15
1,1,2010,17,13
313,76,2013,61,08A
20,0,2016,30,10
205,6,2012,17,05
11,11,2012,61,19
4,1,2008,13,02
3,3,2012,54,01A
1,0,2015,9,02
49,17,2013,31,04A
65,2,2015,65,03
395,87,2016,22,26
113,113,2016,3,18
22,0,2009,36,11
302,69,2011,52,08B
45,1,2016,72,08A
21,11,2008,60,15
3,0,2016,63,09
523,516,2014,61,18
45,45,2011,13,18
17,0,2016,16,02
1,0,2010,21,12
2,1,2014,12,17
50,12,2009,66,02
2,1,2016,18,17
3,2,2009,32,20
157,32,2008,50,08A
2,0,2010,57,02
51,15,2012,54,04A
26,2,2008,36,03
23,2,2013,27,02
300,23,2015,63,14
6,3,2013,31,01A
33,27,2014,40,15
17,1,2012,69,20
137,21,2007,52,08A
33,0,2015,6,10
204,23,2012,19,03
16,8,2007,16,20
49,29,2008,1,15
37,24,2008,58,15
23,6,2013,61,17
22,20,2016,38,24
110,62,2011,37,26
4,4,2008,77,19
97,3,2014,17,11
2,2,2014,13,22
9,1,2013,56,20
11,10,2011,61,22
2,0,2007,50,09
4,2,2016,55,24
20,20,2010,51,15
6,1,2016,72,17
3,0,2008,52,09
106,46,2008,19,04A
15,2,2012,36,04A
63,3,2008,54,03
199,199,2009,68,16
43,3,2013,62,03
512,33,2010,30,07
19,5,2014,12,08A
1,1,2012,36,01A
2,0,2007,17,24
14,1,2013,15,20
127,33,2016,45,26
72,15,2009,12,26
6,1,2008,50,17
29,4,2016,18,08A
2367,2336,2007,29,18
74,55,2007,26,15
5,1,2008,19,01A
19,2,2007,4,04B
5,5,2007,48,19
5,1,2009,52,10
15,4,2007,52,17
181,46,2009,24,04B
515,31,2014,53,14
167,8,2013,4,05
160,133,2008,49,15
10,10,2013,12,18
6,3,2007,76,04A
15,2,2009,54,11
44,44,2016,14,18
23,2,2008,33,10
34,6,2010,27,02
4,1,2010,31,01A
583,583,2015,61,18
1654,66,2007,67,14
9,5,2008,10,04B
411,89,2016,35,08B
832,828,2007,8,18
56,7,2014,65,03
3,0,2013,57,02
40,2,2014,6,10
44,34,2015,40,15
365,41,2014,63,14
368,107,2010,61,08A
1,1,2016,35,13
1,0,2009,33,09
168,17,2007,20,07
62,31,2010,31,04A
2,2,2009,77,16
197,9,2010,4,05
2272,181,2009,25,14
22,22,2010,12,18
10,8,2012,47,15
18,0,2016,53,09
101,12,2009,41,07
1,1,2008,9,22
49,49,2008,68,19
123,6,2015,17,11
19,3,2010,15,20
595,42,2011,15,14
193,9,2016,64,06
916,293,2007,65,06
1,1,2007,9,16
11,4,2009,74,07
26,23,2013,51,15
33,4,2011,46,02
401,392,2008,73,18
65,5,2010,62,03
256,21,2013,30,07
554,39,2015,53,14
3,3,2009,48,22
739,354,2007,6,26
20,3,2010,61,17
880,875,2008,46,18
113,23,2011,76,11
396,24,2011,56,14
19,2,2011,73,02
8,1,2010,56,20
25,2,2015,12,08A
320,54,2016,7,08B
137,34,2015,31,08A
83,37,2007,8,04A
187,7,2012,38,07
291,19,2016,11,06
223,17,2012,73,03
107,35,2015,61,04A
155,9,2008,75,07
333,111,2012,4,08B
3,1,2007,16,12
993,54,2014,43,14
277,28,2012,46,03
26,1,2012,55,07
14,14,2007,17,22
40,2,2007,13,11
571,47,2007,66,03
150,125,2007,71,15
1029,60,2012,49,14
78,60,2013,42,15
20,18,2011,45,15
1,0,2013,56,12
500,39,2012,1,14
357,39,2014,68,03
54,10,2015,77,03
457,39,2012,58,14
17,4,2015,61,01A
4,4,2016,38,22
322,321,2010,31,18
261,12,2011,48,05
3,3,2014,13,24
129,116,2011,61,24
2,2,2012,4,13
15,10,2016,37,15
2,2,2007,8,01A
17,9,2008,46,01A
21,10,2015,31,17
7,2,2010,12,04A
1,1,2013,17,13
1056,80,2014,66,06
10,1,2008,10,10
53,12,2008,33,04B
6,1,2008,73,01A
115,27,2008,73,04A
1528,125,2007,68,06
40,30,2011,22,15
126,18,2011,29,11
1,0,2009,10,09
66,13,2014,6,04B
310,41,2016,32,03
16,5,2010,21,20
386,29,2011,21,14
169,45,2015,4,26
189,66,2008,46,04A
271,69,2013,17,08B
4,2,2009,32,12
1,1,2010,12,01A
376,16,2012,60,14
467,30,2011,29,03
3,3,2016,28,13
134,104,2016,27,15
655,49,2012,68,05
19,10,2009,46,01A
8,5,2016,11,24
111,37,2014,62,08B
