count,year,community_area,primary_type
154,2008,22,04B
740,2008,22,05
2466,2008,22,06
491,2008,22,07
358,2008,22,08A
1172,2008,22,08B
20,2008,22,09
60,2008,22,10
238,2008,22,11
1,2008,22,12
4,2008,22,13
1218,2008,22,14
58,2008,22,15
61,2008,22,16
36,2008,22,17
556,2008,22,18
3,2008,22,19
30,2008,22,20
39,2008,22,22
50,2008,22,24
720,2008,22,26
6,2009,22,01A
35,2009,22,02
346,2009,22,03
97,2009,22,04A
156,2009,22,04B
693,2009,22,05
2409,2009,22,06
514,2009,22,07
299,2009,22,08A
1101,2009,22,08B
25,2009,22,09
49,2009,22,10
221,2009,22,11
1,2009,22,12
2,2009,22,13
1214,2009,22,14
52,2009,22,15
46,2009,22,16
43,2009,22,17
510,2009,22,18
1,2009,22,19
44,2009,22,20
22,2009,22,22
43,2009,22,24
764,2009,22,26
2,2010,22,01A
41,2010,22,02
319,2010,22,03
95,2010,22,04A
154,2010,22,04B
798,2010,22,05
2271,2010,22,06
648,2010,22,07
306,2010,22,08A
1019,2010,22,08B
14,2010,22,09
37,2010,22,10
197,2010,22,11
3,2010,22,13
979,2010,22,14
43,2010,22,15
14,2010,22,16
36,2010,22,17
421,2010,22,18
1,2010,22,19
34,2010,22,20
36,2010,22,22
34,2010,22,24
662,2010,22,26
2,2011,22,01A
33,2011,22,02
264,2011,22,03
77,2011,22,04A
119,2011,22,04B
774,2011,22,05
2089,2011,22,06
643,2011,22,07
256,2011,22,08A
976,2011,22,08B
12,2011,22,09
24,2011,22,10
189,2011,22,11
2,2011,22,12
1,2011,22,13
900,2011,22,14
40,2011,22,15
6,2011,22,16
28,2011,22,17
292,2011,22,18
1,2011,22,19
30,2011,22,20
21,2011,22,22
45,2011,22,24
506,2011,22,26
2,2012,22,01A
33,2012,22,02
231,2012,22,03
75,2012,22,04A
109,2012,22,04B
683,2012,22,05
1974,2012,22,06
625,2012,22,07
236,2012,22,08A
880,2012,22,08B
12,2012,22,09
23,2012,22,10
180,2012,22,11
1,2012,22,13
751,2012,22,14
34,2012,22,15
6,2012,22,16
18,2012,22,17
323,2012,22,18
19,2012,22,20
20,2012,22,22
55,2012,22,24
501,2012,22,26
4,2013,22,01A
26,2013,22,02
207,2013,22,03
79,2013,22,04A
93,2013,22,04B
522,2013,22,05
1817,2013,22,06
396,2013,22,07
203,2013,22,08A
786,2013,22,08B
13,2013,22,09
24,2013,22,10
189,2013,22,11
1,2013,22,12
1,2013,22,13
670,2013,22,14
21,2013,22,15
2,2013,22,16
24,2013,22,17
216,2013,22,18
29,2013,22,20
11,2013,22,22
45,2013,22,24
472,2013,22,26
7,2014,22,01A
28,2014,22,02
157,2014,22,03
70,2014,22,04A
86,2014,22,04B
365,2014,22,05
1609,2014,22,06
274,2014,22,07
191,2014,22,08A
750,2014,22,08B
7,2014,22,09
22,2014,22,10
217,2014,22,11
1,2014,22,13
612,2014,22,14
27,2014,22,15
1,2014,22,16
28,2014,22,17
171,2014,22,18
1,2014,22,19
25,2014,22,20
12,2014,22,22
50,2014,22,24
381,2014,22,26
8,2015,22,01A
37,2015,22,02
159,2015,22,03
60,2015,22,04A
66,2015,22,04B
291,2015,22,05
1624,2015,22,06
266,2015,22,07
176,2015,22,08A
620,2015,22,08B
10,2015,22,09
20,2015,22,10
251,2015,22,11
3,2015,22,12
1,2015,22,13
580,2015,22,14
24,2015,22,15
3,2015,22,16
24,2015,22,17
143,2015,22,18
22,2015,22,20
10,2015,22,22
28,2015,22,24
364,2015,22,26
4,2016,22,01A
1,2016,22,01B
29,2016,22,02
214,2016,22,03
102,2016,22,04A
77,2016,22,04B
359,2016,22,05
1862,2016,22,06
323,2016,22,07
179,2016,22,08A
624,2016,22,08B
15,2016,22,09
46,2016,22,10
345,2016,22,11
1,2016,22,12
2,2016,22,13
653,2016,22,14
29,2016,22,15
17,2016,22,17
90,2016,22,18
38,2016,22,20
3,2016,22,22
21,2016,22,24
396,2016,22,26
20,2007,23,01A
38,2007,23,02
444,2007,23,03
186,2007,23,04A
398,2007,23,04B
593,2007,23,05
1593,2007,23,06
613,2007,23,07
623,2007,23,08A
2202,2007,23,08B
40,2007,23,09
52,2007,23,10
196,2007,23,11
1,2007,23,12
6,2007,23,13
1279,2007,23,14
135,2007,23,15
357,2007,23,16
45,2007,23,17
2703,2007,23,18
102,2007,23,19
45,2007,23,20
20,2007,23,22
77,2007,23,24
1279,2007,23,26
27,2008,23,01A
61,2008,23,02
562,2008,23,03
231,2008,23,04A
426,2008,23,04B
583,2008,23,05
1685,2008,23,06
632,2008,23,07
591,2008,23,08A
2224,2008,23,08B
30,2008,23,09
53,2008,23,10
180,2008,23,11
1,2008,23,12
3,2008,23,13
1311,2008,23,14
146,2008,23,15
369,2008,23,16
53,2008,23,17
2588,2008,23,18
90,2008,23,19
45,2008,23,20
27,2008,23,22
78,2008,23,24
1268,2008,23,26
23,2009,23,01A
49,2009,23,02
522,2009,23,03
248,2009,23,04A
444,2009,23,04B
614,2009,23,05
1670,2009,23,06
532,2009,23,07
534,2009,23,08A
2069,2009,23,08B
29,2009,23,09
45,2009,23,10
166,2009,23,11
2,2009,23,13
1205,2009,23,14
185,2009,23,15
315,2009,23,16
35,2009,23,17
2635,2009,23,18
84,2009,23,19
49,2009,23,20
22,2009,23,22
74,2009,23,24
1220,2009,23,26
28,2010,23,01A
41,2010,23,02
406,2010,23,03
231,2010,23,04A
379,2010,23,04B
616,2010,23,05
1462,2010,23,06
635,2010,23,07
490,2010,23,08A
1977,2010,23,08B
17,2010,23,09
46,2010,23,10
155,2010,23,11
2,2010,23,12
2,2010,23,13
1063,2010,23,14
156,2010,23,15
191,2010,23,16
31,2010,23,17
2597,2010,23,18
77,2010,23,19
61,2010,23,20
18,2010,23,22
92,2010,23,24
1053,2010,23,26
21,2011,23,01A
59,2011,23,02
399,2011,23,03
189,2011,23,04A
343,2011,23,04B
582,2011,23,05
1504,2011,23,06
636,2011,23,07
528,2011,23,08A
1910,2011,23,08B
33,2011,23,09
40,2011,23,10
134,2011,23,11
1,2011,23,12
5,2011,23,13
981,2011,23,14
134,2011,23,15
257,2011,23,16
31,2011,23,17
2230,2011,23,18
40,2011,23,19
48,2011,23,20
17,2011,23,22
108,2011,23,24
920,2011,23,26
18,2012,23,01A
42,2012,23,02
447,2012,23,03
165,2012,23,04A
314,2012,23,04B
585,2012,23,05
1572,2012,23,06
623,2012,23,07
469,2012,23,08A
1701,2012,23,08B
26,2012,23,09
32,2012,23,10
166,2012,23,11
3,2012,23,12
1,2012,23,13
1014,2012,23,14
144,2012,23,15
190,2012,23,16
29,2012,23,17
2584,2012,23,18
55,2012,23,19
43,2012,23,20
14,2012,23,22
116,2012,23,24
854,2012,23,26
14,2013,23,01A
47,2013,23,02
379,2013,23,03
157,2013,23,04A
264,2013,23,04B
433,2013,23,05
1455,2013,23,06
343,2013,23,07
399,2013,23,08A
1563,2013,23,08B
18,2013,23,09
23,2013,23,10
162,2013,23,11
2,2013,23,12
3,2013,23,13
814,2013,23,14
124,2013,23,15
130,2013,23,16
28,2013,23,17
2699,2013,23,18
41,2013,23,19
43,2013,23,20
16,2013,23,22
172,2013,23,24
925,2013,23,26
26,2014,23,01A
51,2014,23,02
318,2014,23,03
154,2014,23,04A
286,2014,23,04B
287,2014,23,05
1101,2014,23,06
331,2014,23,07
379,2014,23,08A
1408,2014,23,08B
14,2014,23,09
30,2014,23,10
248,2014,23,11
2,2014,23,13
712,2014,23,14
109,2014,23,15
118,2014,23,16
20,2014,23,17
2370,2014,23,18
34,2014,23,19
54,2014,23,20
10,2014,23,22
171,2014,23,24
959,2014,23,26
18,2015,23,01A
50,2015,23,02
310,2015,23,03
157,2015,23,04A
279,2015,23,04B
287,2015,23,05
1034,2015,23,06
324,2015,23,07
415,2015,23,08A
1422,2015,23,08B
17,2015,23,09
43,2015,23,10
224,2015,23,11
2,2015,23,12
2,2015,23,13
756,2015,23,14
123,2015,23,15
88,2015,23,16
29,2015,23,17
1577,2015,23,18
24,2015,23,19
40,2015,23,20
7,2015,23,22
131,2015,23,24
808,2015,23,26
29,2016,23,01A
45,2016,23,02
409,2016,23,03
213,2016,23,04A
286,2016,23,04B
327,2016,23,05
1266,2016,23,06
406,2016,23,07
393,2016,23,08A
1394,2016,23,08B
16,2016,23,09
29,2016,23,10
239,2016,23,11
2,2016,23,13
835,2016,23,14
135,2016,23,15
72,2016,23,16
29,2016,23,17
999,2016,23,18
9,2016,23,19
78,2016,23,20
2,2016,23,22
84,2016,23,24
660,2016,23,26
8,2007,24,01A
36,2007,24,02
406,2007,24,03
130,2007,24,04A
191,2007,24,04B
920,2007,24,05
3799,2007,24,06
616,2007,24,07
487,2007,24,08A
1469,2007,24,08B
22,2007,24,09
75,2007,24,10
301,2007,24,11
3,2007,24,12
5,2007,24,13
1717,2007,24,14
64,2007,24,15
202,2007,24,16
74,2007,24,17
733,2007,24,18
11,2007,24,19
15,2007,24,20
51,2007,24,22
73,2007,24,24
930,2007,24,26
9,2008,24,01A
32,2008,24,02
417,2008,24,03
98,2008,24,04A
175,2008,24,04B
985,2008,24,05
4363,2008,24,06
615,2008,24,07
429,2008,24,08A
1362,2008,24,08B
19,2008,24,09
61,2008,24,10
336,2008,24,11
5,2008,24,12
5,2008,24,13
1800,2008,24,14
64,2008,24,15
190,2008,24,16
60,2008,24,17
739,2008,24,18
6,2008,24,19
18,2008,24,20
47,2008,24,22
57,2008,24,24
837,2008,24,26
12,2009,24,01A
32,2009,24,02
435,2009,24,03
126,2009,24,04A
181,2009,24,04B
1084,2009,24,05
3639,2009,24,06
552,2009,24,07
399,2009,24,08A
1309,2009,24,08B
20,2009,24,09
59,2009,24,10
340,2009,24,11
5,2009,24,12
4,2009,24,13
1746,2009,24,14
79,2009,24,15
110,2009,24,16
45,2009,24,17
632,2009,24,18
1,2009,24,19
25,2009,24,20
40,2009,24,22
51,2009,24,24
868,2009,24,26
3,2010,24,01A
25,2010,24,02
409,2010,24,03
115,2010,24,04A
185,2010,24,04B
822,2010,24,05
3942,2010,24,06
625,2010,24,07
403,2010,24,08A
1330,2010,24,08B
15,2010,24,09
47,2010,24,10
361,2010,24,11
5,2010,24,12
6,2010,24,13
1497,2010,24,14
60,2010,24,15
82,2010,24,16
39,2010,24,17
574,2010,24,18
4,2010,24,19
20,2010,24,20
41,2010,24,22
54,2010,24,24
695,2010,24,26
3,2011,24,01A
28,2011,24,02
372,2011,24,03
104,2011,24,04A
160,2011,24,04B
919,2011,24,05
3280,2011,24,06
633,2011,24,07
426,2011,24,08A
1169,2011,24,08B
9,2011,24,09
40,2011,24,10
288,2011,24,11
1,2011,24,12
5,2011,24,13
1317,2011,24,14
57,2011,24,15
35,2011,24,16
35,2011,24,17
494,2011,24,18
4,2011,24,19
19,2011,24,20
51,2011,24,22
50,2011,24,24
637,2011,24,26
6,2012,24,01A
32,2012,24,02
385,2012,24,03
100,2012,24,04A
126,2012,24,04B
892,2012,24,05
3162,2012,24,06
640,2012,24,07
367,2012,24,08A
1125,2012,24,08B
9,2012,24,09
46,2012,24,10
260,2012,24,11
4,2012,24,12
2,2012,24,13
1171,2012,24,14
47,2012,24,15
12,2012,24,16
46,2012,24,17
465,2012,24,18
31,2012,24,20
32,2012,24,22
61,2012,24,24
663,2012,24,26
8,2013,24,01A
28,2013,24,02
313,2013,24,03
79,2013,24,04A
113,2013,24,04B
782,2013,24,05
2875,2013,24,06
527,2013,24,07
282,2013,24,08A
987,2013,24,08B
9,2013,24,09
27,2013,24,10
292,2013,24,11
2,2013,24,12
4,2013,24,13
954,2013,24,14
31,2013,24,15
9,2013,24,16
24,2013,24,17
277,2013,24,18
3,2013,24,19
18,2013,24,20
27,2013,24,22
60,2013,24,24
474,2013,24,26
5,2014,24,01A
32,2014,24,02
260,2014,24,03
92,2014,24,04A
121,2014,24,04B
685,2014,24,05
2659,2014,24,06
322,2014,24,07
251,2014,24,08A
883,2014,24,08B
8,2014,24,09
33,2014,24,10
361,2014,24,11
2,2014,24,12
3,2014,24,13
839,2014,24,14
17,2014,24,15
11,2014,24,16
24,2014,24,17
166,2014,24,18
22,2014,24,20
21,2014,24,22
31,2014,24,24
489,2014,24,26
5,2015,24,01A
26,2015,24,02
234,2015,24,03
66,2015,24,04A
107,2015,24,04B
472,2015,24,05
2639,2015,24,06
370,2015,24,07
237,2015,24,08A
836,2015,24,08B
10,2015,24,09
31,2015,24,10
380,2015,24,11
1,2015,24,12
2,2015,24,13
855,2015,24,14
39,2015,24,15
6,2015,24,16
30,2015,24,17
199,2015,24,18
12,2015,24,20
13,2015,24,22
44,2015,24,24
447,2015,24,26
10,2016,24,01A
30,2016,24,02
387,2016,24,03
119,2016,24,04A
144,2016,24,04B
560,2016,24,05
3207,2016,24,06
421,2016,24,07
285,2016,24,08A
837,2016,24,08B
4,2016,24,09
52,2016,24,10
444,2016,24,11
3,2016,24,12
2,2016,24,13
1034,2016,24,14
27,2016,24,15
4,2016,24,16
23,2016,24,17
86,2016,24,18
23,2016,24,20
9,2016,24,22
22,2016,24,24
462,2016,24,26
36,2007,25,01A
123,2007,25,02
1014,2007,25,03
385,2007,25,04A
700,2007,25,04B
943,2007,25,05
3264,2007,25,06
1004,2007,25,07
1292,2007,25,08A
4857,2007,25,08B
46,2007,25,09
122,2007,25,10
458,2007,25,11
1,2007,25,12
9,2007,25,13
2522,2007,25,14
286,2007,25,15
719,2007,25,16
81,2007,25,17
6881,2007,25,18
317,2007,25,19
102,2007,25,20
72,2007,25,22
169,2007,25,24
3118,2007,25,26
40,2008,25,01A
125,2008,25,02
1149,2008,25,03
379,2008,25,04A
695,2008,25,04B
1094,2008,25,05
3552,2008,25,06
927,2008,25,07
1184,2008,25,08A
4477,2008,25,08B
37,2008,25,09
102,2008,25,10
503,2008,25,11
4,2008,25,12
2,2008,25,13
2510,2008,25,14
273,2008,25,15
604,2008,25,16
83,2008,25,17
5930,2008,25,18
285,2008,25,19
95,2008,25,20
48,2008,25,22
154,2008,25,24
3007,2008,25,26
41,2009,25,01A
116,2009,25,02
1258,2009,25,03
382,2009,25,04A
728,2009,25,04B
1415,2009,25,05
3559,2009,25,06
764,2009,25,07
1073,2009,25,08A
4257,2009,25,08B
40,2009,25,09
141,2009,25,10
433,2009,25,11
5,2009,25,12
3,2009,25,13
2272,2009,25,14
289,2009,25,15
430,2009,25,16
62,2009,25,17
5294,2009,25,18
253,2009,25,19
92,2009,25,20
37,2009,25,22
183,2009,25,24
2907,2009,25,26
23,2010,25,01A
112,2010,25,02
1216,2010,25,03
329,2010,25,04A
661,2010,25,04B
1495,2010,25,05
3050,2010,25,06
848,2010,25,07
964,2010,25,08A
3712,2010,25,08B
22,2010,25,09
97,2010,25,10
430,2010,25,11
4,2010,25,12
8,2010,25,13
1940,2010,25,14
285,2010,25,15
257,2010,25,16
57,2010,25,17
5739,2010,25,18
236,2010,25,19
80,2010,25,20
39,2010,25,22
230,2010,25,24
2453,2010,25,26
30,2011,25,01A
103,2011,25,02
1090,2011,25,03
328,2011,25,04A
592,2011,25,04B
1430,2011,25,05
3166,2011,25,06
815,2011,25,07
931,2011,25,08A
3446,2011,25,08B
31,2011,25,09
86,2011,25,10
420,2011,25,11
1,2011,25,12
5,2011,25,13
1886,2011,25,14
275,2011,25,15
239,2011,25,16
60,2011,25,17
5102,2011,25,18
149,2011,25,19
83,2011,25,20
16,2011,25,22
267,2011,25,24
2154,2011,25,26
36,2012,25,01A
108,2012,25,02
973,2012,25,03
373,2012,25,04A
601,2012,25,04B
1100,2012,25,05
3275,2012,25,06
826,2012,25,07
892,2012,25,08A
3629,2012,25,08B
37,2012,25,09
86,2012,25,10
395,2012,25,11
2,2012,25,12
5,2012,25,13
1744,2012,25,14
232,2012,25,15
332,2012,25,16
71,2012,25,17
4267,2012,25,18
165,2012,25,19
80,2012,25,20
25,2012,25,22
255,2012,25,24
1826,2012,25,26
30,2013,25,01A
1,2013,25,01B
73,2013,25,02
745,2013,25,03
293,2013,25,04A
524,2013,25,04B
728,2013,25,05
3255,2013,25,06
633,2013,25,07
855,2013,25,08A
3474,2013,25,08B
21,2013,25,09
78,2013,25,10
411,2013,25,11
4,2013,25,12
4,2013,25,13
1571,2013,25,14
249,2013,25,15
288,2013,25,16
61,2013,25,17
4575,2013,25,18
105,2013,25,19
71,2013,25,20
12,2013,25,22
272,2013,25,24
1886,2013,25,26
37,2014,25,01A
95,2014,25,02
757,2014,25,03
324,2014,25,04A
469,2014,25,04B
595,2014,25,05
2507,2014,25,06
640,2014,25,07
828,2014,25,08A
3180,2014,25,08B
22,2014,25,09
75,2014,25,10
635,2014,25,11
3,2014,25,12
7,2014,25,13
1421,2014,25,14
222,2014,25,15
493,2014,25,16
44,2014,25,17
3859,2014,25,18
91,2014,25,19
82,2014,25,20
10,2014,25,22
356,2014,25,24
1981,2014,25,26
50,2015,25,01A
111,2015,25,02
771,2015,25,03
331,2015,25,04A
541,2015,25,04B
479,2015,25,05
2173,2015,25,06
656,2015,25,07
773,2015,25,08A
3023,2015,25,08B
35,2015,25,09
83,2015,25,10
706,2015,25,11
3,2015,25,13
1542,2015,25,14
269,2015,25,15
324,2015,25,16
48,2015,25,17
3174,2015,25,18
46,2015,25,19
86,2015,25,20
5,2015,25,22
297,2015,25,24
1784,2015,25,26
88,2016,25,01A
91,2016,25,02
856,2016,25,03
410,2016,25,04A
697,2016,25,04B
499,2016,25,05
2305,2016,25,06
788,2016,25,07
830,2016,25,08A
2983,2016,25,08B
46,2016,25,09
54,2016,25,10
617,2016,25,11
1,2016,25,12
4,2016,25,13
1819,2016,25,14
333,2016,25,15
350,2016,25,16
53,2016,25,17
1783,2016,25,18
42,2016,25,19
143,2016,25,20
3,2016,25,22
191,2016,25,24
1549,2016,25,26
13,2007,26,01A
31,2007,26,02
312,2007,26,03
98,2007,26,04A
276,2007,26,04B
262,2007,26,05
913,2007,26,06
283,2007,26,07
267,2007,26,08A
1309,2007,26,08B
14,2007,26,09
16,2007,26,10
209,2007,26,11
2,2007,26,12
1,2007,26,13
632,2007,26,14
74,2007,26,15
263,2007,26,16
18,2007,26,17
2135,2007,26,18
35,2007,26,19
16,2007,26,20
6,2007,26,22
41,2007,26,24
705,2007,26,26
15,2008,26,01A
22,2008,26,02
347,2008,26,03
112,2008,26,04A
296,2008,26,04B
251,2008,26,05
889,2008,26,06
355,2008,26,07
326,2008,26,08A
1258,2008,26,08B
12,2008,26,09
23,2008,26,10
289,2008,26,11
1,2008,26,13
714,2008,26,14
74,2008,26,15
378,2008,26,16
23,2008,26,17
1369,2008,26,18
29,2008,26,19
15,2008,26,20
5,2008,26,22
20,2008,26,24
604,2008,26,26
12,2009,26,01A
28,2009,26,02
325,2009,26,03
108,2009,26,04A
308,2009,26,04B
231,2009,26,05
758,2009,26,06
181,2009,26,07
243,2009,26,08A
1005,2009,26,08B
10,2009,26,09
18,2009,26,10
312,2009,26,11
606,2009,26,14
90,2009,26,15
127,2009,26,16
17,2009,26,17
1402,2009,26,18
32,2009,26,19
24,2009,26,20
7,2009,26,22
19,2009,26,24
532,2009,26,26
18,2010,26,01A
31,2010,26,02
303,2010,26,03
85,2010,26,04A
193,2010,26,04B
230,2010,26,05
828,2010,26,06
245,2010,26,07
262,2010,26,08A
1099,2010,26,08B
7,2010,26,09
18,2010,26,10
250,2010,26,11
1,2010,26,13
487,2010,26,14
86,2010,26,15
113,2010,26,16
13,2010,26,17
1525,2010,26,18
34,2010,26,19
16,2010,26,20
10,2010,26,22
29,2010,26,24
494,2010,26,26
15,2011,26,01A
20,2011,26,02
322,2011,26,03
114,2011,26,04A
243,2011,26,04B
200,2011,26,05
745,2011,26,06
253,2011,26,07
248,2011,26,08A
1030,2011,26,08B
5,2011,26,09
9,2011,26,10
202,2011,26,11
1,2011,26,13
434,2011,26,14
87,2011,26,15
196,2011,26,16
13,2011,26,17
1558,2011,26,18
24,2011,26,19
16,2011,26,20
17,2011,26,22
55,2011,26,24
472,2011,26,26
11,2012,26,01A
31,2012,26,02
318,2012,26,03
106,2012,26,04A
196,2012,26,04B
284,2012,26,05
841,2012,26,06
278,2012,26,07
227,2012,26,08A
1006,2012,26,08B
16,2012,26,09
16,2012,26,10
430,2012,26,11
1,2012,26,12
2,2012,26,13
483,2012,26,14
69,2012,26,15
237,2012,26,16
12,2012,26,17
1583,2012,26,18
13,2012,26,19
18,2012,26,20
3,2012,26,22
59,2012,26,24
432,2012,26,26
15,2013,26,01A
22,2013,26,02
227,2013,26,03
97,2013,26,04A
190,2013,26,04B
168,2013,26,05
740,2013,26,06
186,2013,26,07
211,2013,26,08A
925,2013,26,08B
9,2013,26,09
16,2013,26,10
316,2013,26,11
429,2013,26,14
79,2013,26,15
126,2013,26,16
11,2013,26,17
2252,2013,26,18
22,2013,26,19
24,2013,26,20
1,2013,26,22
88,2013,26,24
515,2013,26,26
20,2014,26,01A
29,2014,26,02
244,2014,26,03
93,2014,26,04A
170,2014,26,04B
136,2014,26,05
604,2014,26,06
138,2014,26,07
201,2014,26,08A
835,2014,26,08B
6,2014,26,09
16,2014,26,10
252,2014,26,11
2,2014,26,13
376,2014,26,14
79,2014,26,15
185,2014,26,16
14,2014,26,17
2105,2014,26,18
31,2014,26,19
17,2014,26,20
6,2014,26,22
133,2014,26,24
505,2014,26,26
15,2015,26,01A
30,2015,26,02
296,2015,26,03
104,2015,26,04A
204,2015,26,04B
111,2015,26,05
505,2015,26,06
156,2015,26,07
221,2015,26,08A
829,2015,26,08B
3,2015,26,09
14,2015,26,10
146,2015,26,11
1,2015,26,13
402,2015,26,14
89,2015,26,15
220,2015,26,16
14,2015,26,17
2019,2015,26,18
15,2015,26,19
21,2015,26,20
5,2015,26,22
129,2015,26,24
469,2015,26,26
29,2016,26,01A
38,2016,26,02
353,2016,26,03
114,2016,26,04A
243,2016,26,04B
132,2016,26,05
585,2016,26,06
213,2016,26,07
219,2016,26,08A
892,2016,26,08B
7,2016,26,09
9,2016,26,10
150,2016,26,11
1,2016,26,12
504,2016,26,14
131,2016,26,15
171,2016,26,16
15,2016,26,17
1385,2016,26,18
6,2016,26,19
36,2016,26,20
8,2016,26,22
102,2016,26,24
390,2016,26,26
7,2007,27,01A
26,2007,27,02
281,2007,27,03
144,2007,27,04A
316,2007,27,04B
229,2007,27,05
1074,2007,27,06
324,2007,27,07
431,2007,27,08A
1509,2007,27,08B
12,2007,27,09
14,2007,27,10
116,2007,27,11
4,2007,27,13
745,2007,27,14
70,2007,27,15
446,2007,27,16
20,2007,27,17
1737,2007,27,18
29,2007,27,19
20,2007,27,20
9,2007,27,22
39,2007,27,24
807,2007,27,26
11,2008,27,01A
29,2008,27,02
354,2008,27,03
125,2008,27,04A
285,2008,27,04B
272,2008,27,05
1040,2008,27,06
326,2008,27,07
369,2008,27,08A
1362,2008,27,08B
14,2008,27,09
21,2008,27,10
224,2008,27,11
1,2008,27,13
747,2008,27,14
94,2008,27,15
454,2008,27,16
15,2008,27,17
1347,2008,27,18
46,2008,27,19
12,2008,27,20
11,2008,27,22
46,2008,27,24
719,2008,27,26
16,2009,27,01A
19,2009,27,02
296,2009,27,03
127,2009,27,04A
267,2009,27,04B
246,2009,27,05
903,2009,27,06
217,2009,27,07
360,2009,27,08A
1288,2009,27,08B
7,2009,27,09
19,2009,27,10
274,2009,27,11
1,2009,27,13
597,2009,27,14
106,2009,27,15
153,2009,27,16
24,2009,27,17
1378,2009,27,18
65,2009,27,19
18,2009,27,20
10,2009,27,22
40,2009,27,24
736,2009,27,26
9,2010,27,01A
34,2010,27,02
336,2010,27,03
98,2010,27,04A
227,2010,27,04B
302,2010,27,05
909,2010,27,06
299,2010,27,07
380,2010,27,08A
1213,2010,27,08B
10,2010,27,09
19,2010,27,10
247,2010,27,11
2,2010,27,13
532,2010,27,14
75,2010,27,15
96,2010,27,16
9,2010,27,17
1419,2010,27,18
38,2010,27,19
17,2010,27,20
6,2010,27,22
46,2010,27,24
637,2010,27,26
11,2011,27,01A
22,2011,27,02
292,2011,27,03
109,2011,27,04A
200,2011,27,04B
299,2011,27,05
975,2011,27,06
368,2011,27,07
307,2011,27,08A
1100,2011,27,08B
11,2011,27,09
17,2011,27,10
107,2011,27,11
2,2011,27,13
522,2011,27,14
68,2011,27,15
89,2011,27,16
14,2011,27,17
1185,2011,27,18
36,2011,27,19
17,2011,27,20
6,2011,27,22
45,2011,27,24
608,2011,27,26
8,2012,27,01A
18,2012,27,02
339,2012,27,03
98,2012,27,04A
219,2012,27,04B
232,2012,27,05
841,2012,27,06
294,2012,27,07
304,2012,27,08A
1034,2012,27,08B
7,2012,27,09
15,2012,27,10
193,2012,27,11
1,2012,27,12
5,2012,27,13
516,2012,27,14
70,2012,27,15
81,2012,27,16
14,2012,27,17
1271,2012,27,18
20,2012,27,19
17,2012,27,20
7,2012,27,22
39,2012,27,24
541,2012,27,26
10,2013,27,01A
23,2013,27,02
247,2013,27,03
88,2013,27,04A
151,2013,27,04B
189,2013,27,05
786,2013,27,06
239,2013,27,07
319,2013,27,08A
1033,2013,27,08B
6,2013,27,09
7,2013,27,10
175,2013,27,11
3,2013,27,13
470,2013,27,14
76,2013,27,15
67,2013,27,16
15,2013,27,17
1543,2013,27,18
38,2013,27,19
23,2013,27,20
2,2013,27,22
95,2013,27,24
662,2013,27,26
10,2014,27,01A
28,2014,27,02
221,2014,27,03
102,2014,27,04A
175,2014,27,04B
173,2014,27,05
674,2014,27,06
190,2014,27,07
296,2014,27,08A
1005,2014,27,08B
8,2014,27,09
22,2014,27,10
150,2014,27,11
404,2014,27,14
53,2014,27,15
69,2014,27,16
32,2014,27,17
1459,2014,27,18
12,2014,27,19
16,2014,27,20
8,2014,27,22
99,2014,27,24
576,2014,27,26
17,2015,27,01A
34,2015,27,02
226,2015,27,03
105,2015,27,04A
183,2015,27,04B
146,2015,27,05
581,2015,27,06
162,2015,27,07
286,2015,27,08A
894,2015,27,08B
4,2015,27,09
6,2015,27,10
142,2015,27,11
2,2015,27,13
442,2015,27,14
81,2015,27,15
12,2015,27,16
15,2015,27,17
1418,2015,27,18
11,2015,27,19
15,2015,27,20
3,2015,27,22
130,2015,27,24
521,2015,27,26
29,2016,27,01A
29,2016,27,02
227,2016,27,03
137,2016,27,04A
250,2016,27,04B
121,2016,27,05
631,2016,27,06
215,2016,27,07
297,2016,27,08A
954,2016,27,08B
8,2016,27,09
17,2016,27,10
121,2016,27,11
497,2016,27,14
134,2016,27,15
3,2016,27,16
20,2016,27,17
741,2016,27,18
14,2016,27,19
28,2016,27,20
2,2016,27,22
70,2016,27,24
450,2016,27,26
7,2007,28,01A
29,2007,28,02
351,2007,28,03
127,2007,28,04A
222,2007,28,04B
398,2007,28,05
3556,2007,28,06
596,2007,28,07
605,2007,28,08A
1531,2007,28,08B
2,2007,28,09
93,2007,28,10
380,2007,28,11
1,2007,28,12
7,2007,28,13
1217,2007,28,14
60,2007,28,15
222,2007,28,16
41,2007,28,17
791,2007,28,18
27,2007,28,19
16,2007,28,20
20,2007,28,22
94,2007,28,24
1214,2007,28,26
10,2008,28,01A
41,2008,28,02
394,2008,28,03
116,2008,28,04A
182,2008,28,04B
418,2008,28,05
3963,2008,28,06
495,2008,28,07
550,2008,28,08A
1484,2008,28,08B
8,2008,28,09
89,2008,28,10
414,2008,28,11
2,2008,28,12
7,2008,28,13
1255,2008,28,14
49,2008,28,15
178,2008,28,16
32,2008,28,17
600,2008,28,18
20,2008,28,19
21,2008,28,20
15,2008,28,22
81,2008,28,24
1165,2008,28,26
10,2009,28,01A
27,2009,28,02
365,2009,28,03
103,2009,28,04A
188,2009,28,04B
347,2009,28,05
3581,2009,28,06
388,2009,28,07
462,2009,28,08A
1332,2009,28,08B
3,2009,28,09
85,2009,28,10
365,2009,28,11
