count,year,community_area,primary_type
5,2009,59,20
7,2009,59,22
9,2009,59,24
131,2009,59,26
5,2010,59,01A
5,2010,59,02
35,2010,59,03
16,2010,59,04A
40,2010,59,04B
101,2010,59,05
358,2010,59,06
96,2010,59,07
70,2010,59,08A
190,2010,59,08B
2,2010,59,09
14,2010,59,10
36,2010,59,11
1,2010,59,13
199,2010,59,14
7,2010,59,15
3,2010,59,16
7,2010,59,17
145,2010,59,18
12,2010,59,20
7,2010,59,22
7,2010,59,24
128,2010,59,26
1,2011,59,01A
5,2011,59,02
30,2011,59,03
23,2011,59,04A
36,2011,59,04B
100,2011,59,05
318,2011,59,06
109,2011,59,07
64,2011,59,08A
172,2011,59,08B
4,2011,59,09
3,2011,59,10
44,2011,59,11
243,2011,59,14
17,2011,59,15
7,2011,59,17
124,2011,59,18
7,2011,59,20
1,2011,59,22
14,2011,59,24
107,2011,59,26
2,2012,59,01A
1,2012,59,01B
7,2012,59,02
26,2012,59,03
19,2012,59,04A
29,2012,59,04B
83,2012,59,05
372,2012,59,06
112,2012,59,07
42,2012,59,08A
183,2012,59,08B
4,2012,59,09
5,2012,59,10
37,2012,59,11
1,2012,59,13
198,2012,59,14
17,2012,59,15
1,2012,59,16
4,2012,59,17
75,2012,59,18
4,2012,59,20
3,2012,59,22
13,2012,59,24
101,2012,59,26
2,2013,59,01A
7,2013,59,02
27,2013,59,03
18,2013,59,04A
29,2013,59,04B
83,2013,59,05
363,2013,59,06
88,2013,59,07
48,2013,59,08A
168,2013,59,08B
3,2013,59,09
15,2013,59,10
41,2013,59,11
159,2013,59,14
7,2013,59,15
3,2013,59,16
12,2013,59,17
82,2013,59,18
7,2013,59,20
2,2013,59,22
16,2013,59,24
97,2013,59,26
1,2014,59,01A
2,2014,59,02
30,2014,59,03
16,2014,59,04A
27,2014,59,04B
64,2014,59,05
276,2014,59,06
50,2014,59,07
41,2014,59,08A
150,2014,59,08B
3,2014,59,09
12,2014,59,10
33,2014,59,11
1,2014,59,12
148,2014,59,14
2,2014,59,15
3,2014,59,16
5,2014,59,17
75,2014,59,18
3,2014,59,20
4,2014,59,22
8,2014,59,24
103,2014,59,26
1,2015,59,01A
5,2015,59,02
38,2015,59,03
25,2015,59,04A
26,2015,59,04B
43,2015,59,05
281,2015,59,06
63,2015,59,07
49,2015,59,08A
134,2015,59,08B
2,2015,59,09
4,2015,59,10
44,2015,59,11
164,2015,59,14
10,2015,59,15
3,2015,59,16
4,2015,59,17
95,2015,59,18
5,2015,59,20
14,2015,59,24
70,2015,59,26
1,2016,59,01A
2,2016,59,02
29,2016,59,03
33,2016,59,04A
26,2016,59,04B
63,2016,59,05
249,2016,59,06
58,2016,59,07
46,2016,59,08A
136,2016,59,08B
5,2016,59,09
8,2016,59,10
34,2016,59,11
174,2016,59,14
9,2016,59,15
2,2016,59,17
57,2016,59,18
12,2016,59,20
2,2016,59,22
1,2016,59,24
85,2016,59,26
4,2007,60,01A
8,2007,60,02
40,2007,60,03
33,2007,60,04A
48,2007,60,04B
180,2007,60,05
527,2007,60,06
112,2007,60,07
127,2007,60,08A
370,2007,60,08B
9,2007,60,09
23,2007,60,10
63,2007,60,11
2,2007,60,12
582,2007,60,14
10,2007,60,15
10,2007,60,16
14,2007,60,17
134,2007,60,18
3,2007,60,19
9,2007,60,20
14,2007,60,22
16,2007,60,24
269,2007,60,26
2,2008,60,01A
10,2008,60,02
53,2008,60,03
48,2008,60,04A
68,2008,60,04B
255,2008,60,05
560,2008,60,06
128,2008,60,07
133,2008,60,08A
336,2008,60,08B
5,2008,60,09
12,2008,60,10
68,2008,60,11
481,2008,60,14
21,2008,60,15
12,2008,60,16
26,2008,60,17
125,2008,60,18
10,2008,60,20
5,2008,60,22
17,2008,60,24
284,2008,60,26
18,2009,60,02
26,2009,60,03
39,2009,60,04A
34,2009,60,04B
221,2009,60,05
560,2009,60,06
109,2009,60,07
142,2009,60,08A
334,2009,60,08B
8,2009,60,09
6,2009,60,10
50,2009,60,11
1,2009,60,12
2,2009,60,13
471,2009,60,14
18,2009,60,15
9,2009,60,16
11,2009,60,17
187,2009,60,18
1,2009,60,19
10,2009,60,20
9,2009,60,22
26,2009,60,24
251,2009,60,26
2,2010,60,01A
14,2010,60,02
53,2010,60,03
30,2010,60,04A
63,2010,60,04B
215,2010,60,05
542,2010,60,06
113,2010,60,07
119,2010,60,08A
328,2010,60,08B
6,2010,60,09
5,2010,60,10
57,2010,60,11
2,2010,60,13
416,2010,60,14
16,2010,60,15
9,2010,60,16
11,2010,60,17
146,2010,60,18
9,2010,60,20
7,2010,60,22
29,2010,60,24
256,2010,60,26
3,2011,60,01A
3,2011,60,02
64,2011,60,03
40,2011,60,04A
47,2011,60,04B
214,2011,60,05
403,2011,60,06
129,2011,60,07
127,2011,60,08A
340,2011,60,08B
9,2011,60,09
6,2011,60,10
51,2011,60,11
2,2011,60,13
450,2011,60,14
8,2011,60,15
12,2011,60,17
118,2011,60,18
13,2011,60,20
5,2011,60,22
30,2011,60,24
253,2011,60,26
4,2012,60,01A
10,2012,60,02
44,2012,60,03
28,2012,60,04A
28,2012,60,04B
188,2012,60,05
515,2012,60,06
128,2012,60,07
106,2012,60,08A
311,2012,60,08B
5,2012,60,10
52,2012,60,11
3,2012,60,12
376,2012,60,14
22,2012,60,15
3,2012,60,16
13,2012,60,17
70,2012,60,18
7,2012,60,20
3,2012,60,22
21,2012,60,24
230,2012,60,26
3,2013,60,01A
8,2013,60,02
33,2013,60,03
20,2013,60,04A
34,2013,60,04B
151,2013,60,05
436,2013,60,06
118,2013,60,07
97,2013,60,08A
268,2013,60,08B
1,2013,60,09
10,2013,60,10
56,2013,60,11
1,2013,60,13
311,2013,60,14
4,2013,60,15
4,2013,60,16
16,2013,60,17
92,2013,60,18
6,2013,60,20
11,2013,60,22
14,2013,60,24
196,2013,60,26
2,2014,60,01A
5,2014,60,02
41,2014,60,03
21,2014,60,04A
36,2014,60,04B
149,2014,60,05
430,2014,60,06
76,2014,60,07
108,2014,60,08A
238,2014,60,08B
11,2014,60,09
11,2014,60,10
73,2014,60,11
2,2014,60,12
295,2014,60,14
8,2014,60,15
5,2014,60,16
13,2014,60,17
64,2014,60,18
9,2014,60,20
2,2014,60,22
16,2014,60,24
188,2014,60,26
3,2015,60,01A
9,2015,60,02
41,2015,60,03
32,2015,60,04A
31,2015,60,04B
125,2015,60,05
373,2015,60,06
97,2015,60,07
92,2015,60,08A
219,2015,60,08B
9,2015,60,09
6,2015,60,10
76,2015,60,11
1,2015,60,12
256,2015,60,14
9,2015,60,15
1,2015,60,16
5,2015,60,17
53,2015,60,18
2,2015,60,19
4,2015,60,20
1,2015,60,22
8,2015,60,24
156,2015,60,26
2,2016,60,01A
2,2016,60,02
72,2016,60,03
33,2016,60,04A
41,2016,60,04B
113,2016,60,05
396,2016,60,06
59,2016,60,07
93,2016,60,08A
218,2016,60,08B
1,2016,60,09
12,2016,60,10
112,2016,60,11
1,2016,60,12
268,2016,60,14
16,2016,60,15
3,2016,60,16
6,2016,60,17
46,2016,60,18
4,2016,60,20
5,2016,60,22
11,2016,60,24
159,2016,60,26
18,2007,61,01A
58,2007,61,02
275,2007,61,03
220,2007,61,04A
351,2007,61,04B
494,2007,61,05
1564,2007,61,06
326,2007,61,07
446,2007,61,08A
1627,2007,61,08B
22,2007,61,09
46,2007,61,10
135,2007,61,11
1,2007,61,12
10,2007,61,13
1139,2007,61,14
123,2007,61,15
398,2007,61,16
46,2007,61,17
1416,2007,61,18
50,2007,61,19
46,2007,61,20
40,2007,61,22
148,2007,61,24
719,2007,61,26
15,2008,61,01A
54,2008,61,02
312,2008,61,03
189,2008,61,04A
333,2008,61,04B
446,2008,61,05
1398,2008,61,06
398,2008,61,07
412,2008,61,08A
1560,2008,61,08B
28,2008,61,09
35,2008,61,10
134,2008,61,11
1,2008,61,12
4,2008,61,13
1040,2008,61,14
156,2008,61,15
221,2008,61,16
46,2008,61,17
1183,2008,61,18
34,2008,61,19
41,2008,61,20
19,2008,61,22
123,2008,61,24
791,2008,61,26
11,2009,61,01A
40,2009,61,02
256,2009,61,03
197,2009,61,04A
307,2009,61,04B
503,2009,61,05
1244,2009,61,06
325,2009,61,07
394,2009,61,08A
1380,2009,61,08B
21,2009,61,09
39,2009,61,10
111,2009,61,11
1,2009,61,12
2,2009,61,13
959,2009,61,14
161,2009,61,15
107,2009,61,16
62,2009,61,17
1145,2009,61,18
24,2009,61,19
42,2009,61,20
16,2009,61,22
118,2009,61,24
733,2009,61,26
11,2010,61,01A
33,2010,61,02
207,2010,61,03
148,2010,61,04A
291,2010,61,04B
490,2010,61,05
1138,2010,61,06
515,2010,61,07
368,2010,61,08A
1315,2010,61,08B
15,2010,61,09
26,2010,61,10
120,2010,61,11
1,2010,61,12
2,2010,61,13
791,2010,61,14
158,2010,61,15
54,2010,61,16
20,2010,61,17
1212,2010,61,18
28,2010,61,19
46,2010,61,20
25,2010,61,22
115,2010,61,24
608,2010,61,26
13,2011,61,01A
40,2011,61,02
226,2011,61,03
146,2011,61,04A
254,2011,61,04B
569,2011,61,05
1106,2011,61,06
459,2011,61,07
340,2011,61,08A
1256,2011,61,08B
24,2011,61,09
28,2011,61,10
126,2011,61,11
1,2011,61,13
793,2011,61,14
133,2011,61,15
117,2011,61,16
27,2011,61,17
1238,2011,61,18
42,2011,61,19
42,2011,61,20
11,2011,61,22
129,2011,61,24
611,2011,61,26
24,2012,61,01A
22,2012,61,02
219,2012,61,03
133,2012,61,04A
273,2012,61,04B
450,2012,61,05
1140,2012,61,06
304,2012,61,07
360,2012,61,08A
1139,2012,61,08B
11,2012,61,09
16,2012,61,10
134,2012,61,11
1,2012,61,12
5,2012,61,13
697,2012,61,14
165,2012,61,15
43,2012,61,16
23,2012,61,17
988,2012,61,18
11,2012,61,19
35,2012,61,20
25,2012,61,22
124,2012,61,24
470,2012,61,26
13,2013,61,01A
30,2013,61,02
177,2013,61,03
105,2013,61,04A
196,2013,61,04B
286,2013,61,05
1218,2013,61,06
184,2013,61,07
313,2013,61,08A
1041,2013,61,08B
14,2013,61,09
24,2013,61,10
123,2013,61,11
2,2013,61,12
606,2013,61,14
111,2013,61,15
23,2013,61,16
23,2013,61,17
806,2013,61,18
6,2013,61,19
34,2013,61,20
15,2013,61,22
143,2013,61,24
503,2013,61,26
15,2014,61,01A
29,2014,61,02
212,2014,61,03
100,2014,61,04A
179,2014,61,04B
260,2014,61,05
1045,2014,61,06
195,2014,61,07
284,2014,61,08A
955,2014,61,08B
12,2014,61,09
38,2014,61,10
143,2014,61,11
2,2014,61,12
1,2014,61,13
582,2014,61,14
86,2014,61,15
1,2014,61,16
19,2014,61,17
523,2014,61,18
8,2014,61,19
34,2014,61,20
7,2014,61,22
104,2014,61,24
423,2014,61,26
17,2015,61,01A
23,2015,61,02
182,2015,61,03
107,2015,61,04A
192,2015,61,04B
256,2015,61,05
859,2015,61,06
160,2015,61,07
268,2015,61,08A
861,2015,61,08B
9,2015,61,09
28,2015,61,10
150,2015,61,11
1,2015,61,13
519,2015,61,14
107,2015,61,15
33,2015,61,16
19,2015,61,17
583,2015,61,18
6,2015,61,19
24,2015,61,20
9,2015,61,22
71,2015,61,24
492,2015,61,26
42,2016,61,01A
35,2016,61,02
260,2016,61,03
172,2016,61,04A
251,2016,61,04B
303,2016,61,05
761,2016,61,06
192,2016,61,07
266,2016,61,08A
843,2016,61,08B
17,2016,61,09
30,2016,61,10
153,2016,61,11
1,2016,61,13
560,2016,61,14
109,2016,61,15
3,2016,61,16
23,2016,61,17
304,2016,61,18
3,2016,61,19
46,2016,61,20
4,2016,61,22
54,2016,61,24
461,2016,61,26
2,2007,62,01A
2,2007,62,02
28,2007,62,03
29,2007,62,04A
35,2007,62,04B
148,2007,62,05
350,2007,62,06
68,2007,62,07
75,2007,62,08A
196,2007,62,08B
7,2007,62,09
4,2007,62,10
47,2007,62,11
1,2007,62,12
2,2007,62,13
391,2007,62,14
8,2007,62,15
8,2007,62,17
120,2007,62,18
9,2007,62,20
2,2007,62,22
23,2007,62,24
126,2007,62,26
1,2008,62,01A
2,2008,62,02
65,2008,62,03
21,2008,62,04A
31,2008,62,04B
169,2008,62,05
335,2008,62,06
76,2008,62,07
66,2008,62,08A
201,2008,62,08B
4,2008,62,09
19,2008,62,10
68,2008,62,11
380,2008,62,14
11,2008,62,15
2,2008,62,16
8,2008,62,17
88,2008,62,18
3,2008,62,20
5,2008,62,22
18,2008,62,24
153,2008,62,26
6,2009,62,02
55,2009,62,03
16,2009,62,04A
19,2009,62,04B
158,2009,62,05
381,2009,62,06
85,2009,62,07
47,2009,62,08A
165,2009,62,08B
17,2009,62,10
47,2009,62,11
1,2009,62,12
369,2009,62,14
11,2009,62,15
7,2009,62,17
77,2009,62,18
2,2009,62,19
5,2009,62,20
5,2009,62,22
23,2009,62,24
125,2009,62,26
2,2010,62,01A
6,2010,62,02
65,2010,62,03
16,2010,62,04A
23,2010,62,04B
160,2010,62,05
278,2010,62,06
106,2010,62,07
58,2010,62,08A
159,2010,62,08B
2,2010,62,09
14,2010,62,10
45,2010,62,11
221,2010,62,14
9,2010,62,15
11,2010,62,17
86,2010,62,18
1,2010,62,19
9,2010,62,20
3,2010,62,22
20,2010,62,24
101,2010,62,26
5,2011,62,02
67,2011,62,03
19,2011,62,04A
15,2011,62,04B
179,2011,62,05
326,2011,62,06
88,2011,62,07
49,2011,62,08A
172,2011,62,08B
1,2011,62,09
8,2011,62,10
37,2011,62,11
252,2011,62,14
10,2011,62,15
8,2011,62,17
78,2011,62,18
1,2011,62,19
6,2011,62,20
4,2011,62,22
16,2011,62,24
146,2011,62,26
1,2012,62,01A
3,2012,62,02
62,2012,62,03
15,2012,62,04A
25,2012,62,04B
129,2012,62,05
293,2012,62,06
94,2012,62,07
52,2012,62,08A
156,2012,62,08B
4,2012,62,09
8,2012,62,10
47,2012,62,11
249,2012,62,14
8,2012,62,15
1,2012,62,16
7,2012,62,17
82,2012,62,18
10,2012,62,20
5,2012,62,22
22,2012,62,24
95,2012,62,26
2,2013,62,02
43,2013,62,03
9,2013,62,04A
11,2013,62,04B
125,2013,62,05
355,2013,62,06
89,2013,62,07
53,2013,62,08A
144,2013,62,08B
1,2013,62,09
9,2013,62,10
42,2013,62,11
1,2013,62,13
200,2013,62,14
7,2013,62,15
9,2013,62,17
72,2013,62,18
5,2013,62,20
2,2013,62,22
11,2013,62,24
101,2013,62,26
3,2014,62,02
40,2014,62,03
10,2014,62,04A
12,2014,62,04B
100,2014,62,05
221,2014,62,06
64,2014,62,07
37,2014,62,08A
111,2014,62,08B
12,2014,62,10
69,2014,62,11
165,2014,62,14
7,2014,62,15
8,2014,62,17
46,2014,62,18
2,2014,62,20
19,2014,62,24
88,2014,62,26
3,2015,62,01A
5,2015,62,02
49,2015,62,03
19,2015,62,04A
14,2015,62,04B
79,2015,62,05
232,2015,62,06
60,2015,62,07
37,2015,62,08A
119,2015,62,08B
6,2015,62,09
8,2015,62,10
64,2015,62,11
153,2015,62,14
9,2015,62,15
1,2015,62,16
10,2015,62,17
49,2015,62,18
1,2015,62,19
5,2015,62,20
1,2015,62,22
20,2015,62,24
91,2015,62,26
6,2016,62,01A
1,2016,62,02
60,2016,62,03
13,2016,62,04A
9,2016,62,04B
136,2016,62,05
237,2016,62,06
63,2016,62,07
37,2016,62,08A
133,2016,62,08B
4,2016,62,09
10,2016,62,10
62,2016,62,11
1,2016,62,13
171,2016,62,14
11,2016,62,15
8,2016,62,17
17,2016,62,18
10,2016,62,20
8,2016,62,24
96,2016,62,26
6,2007,63,01A
26,2007,63,02
121,2007,63,03
43,2007,63,04A
129,2007,63,04B
234,2007,63,05
644,2007,63,06
243,2007,63,07
162,2007,63,08A
557,2007,63,08B
19,2007,63,09
13,2007,63,10
64,2007,63,11
1,2007,63,13
631,2007,63,14
44,2007,63,15
19,2007,63,16
32,2007,63,17
491,2007,63,18
3,2007,63,19
15,2007,63,20
21,2007,63,22
78,2007,63,24
318,2007,63,26
7,2008,63,01A
26,2008,63,02
142,2008,63,03
71,2008,63,04A
98,2008,63,04B
341,2008,63,05
667,2008,63,06
219,2008,63,07
154,2008,63,08A
571,2008,63,08B
11,2008,63,09
22,2008,63,10
85,2008,63,11
2,2008,63,13
658,2008,63,14
56,2008,63,15
12,2008,63,16
19,2008,63,17
358,2008,63,18
19,2008,63,20
11,2008,63,22
57,2008,63,24
365,2008,63,26
6,2009,63,01A
18,2009,63,02
176,2009,63,03
67,2009,63,04A
94,2009,63,04B
294,2009,63,05
666,2009,63,06
200,2009,63,07
160,2009,63,08A
543,2009,63,08B
12,2009,63,09
19,2009,63,10
76,2009,63,11
669,2009,63,14
51,2009,63,15
16,2009,63,16
17,2009,63,17
420,2009,63,18
2,2009,63,19
21,2009,63,20
20,2009,63,22
76,2009,63,24
324,2009,63,26
8,2010,63,01A
23,2010,63,02
190,2010,63,03
56,2010,63,04A
112,2010,63,04B
306,2010,63,05
556,2010,63,06
366,2010,63,07
168,2010,63,08A
537,2010,63,08B
18,2010,63,09
5,2010,63,10
54,2010,63,11
539,2010,63,14
68,2010,63,15
10,2010,63,16
15,2010,63,17
478,2010,63,18
5,2010,63,19
28,2010,63,20
9,2010,63,22
71,2010,63,24
320,2010,63,26
7,2011,63,01A
21,2011,63,02
117,2011,63,03
52,2011,63,04A
86,2011,63,04B
260,2011,63,05
606,2011,63,06
383,2011,63,07
134,2011,63,08A
518,2011,63,08B
16,2011,63,09
14,2011,63,10
56,2011,63,11
2,2011,63,13
529,2011,63,14
61,2011,63,15
19,2011,63,16
22,2011,63,17
415,2011,63,18
5,2011,63,19
27,2011,63,20
13,2011,63,22
103,2011,63,24
271,2011,63,26
6,2012,63,01A
15,2012,63,02
143,2012,63,03
46,2012,63,04A
79,2012,63,04B
218,2012,63,05
564,2012,63,06
318,2012,63,07
121,2012,63,08A
462,2012,63,08B
8,2012,63,09
11,2012,63,10
73,2012,63,11
441,2012,63,14
42,2012,63,15
11,2012,63,16
33,2012,63,17
280,2012,63,18
1,2012,63,19
16,2012,63,20
11,2012,63,22
75,2012,63,24
260,2012,63,26
9,2013,63,01A
16,2013,63,02
110,2013,63,03
42,2013,63,04A
62,2013,63,04B
188,2013,63,05
566,2013,63,06
189,2013,63,07
103,2013,63,08A
426,2013,63,08B
3,2013,63,09
12,2013,63,10
68,2013,63,11
381,2013,63,14
31,2013,63,15
1,2013,63,16
30,2013,63,17
252,2013,63,18
19,2013,63,20
6,2013,63,22
61,2013,63,24
249,2013,63,26
4,2014,63,01A
1,2014,63,01B
10,2014,63,02
82,2014,63,03
41,2014,63,04A
51,2014,63,04B
179,2014,63,05
498,2014,63,06
134,2014,63,07
113,2014,63,08A
395,2014,63,08B
10,2014,63,09
15,2014,63,10
108,2014,63,11
2,2014,63,13
365,2014,63,14
28,2014,63,15
4,2014,63,16
16,2014,63,17
253,2014,63,18
2,2014,63,19
15,2014,63,20
5,2014,63,22
56,2014,63,24
236,2014,63,26
8,2015,63,01A
17,2015,63,02
119,2015,63,03
55,2015,63,04A
61,2015,63,04B
156,2015,63,05
410,2015,63,06
121,2015,63,07
107,2015,63,08A
392,2015,63,08B
6,2015,63,09
6,2015,63,10
89,2015,63,11
300,2015,63,14
31,2015,63,15
8,2015,63,16
17,2015,63,17
198,2015,63,18
17,2015,63,20
34,2015,63,24
209,2015,63,26
14,2016,63,01A
17,2016,63,02
112,2016,63,03
73,2016,63,04A
89,2016,63,04B
175,2016,63,05
408,2016,63,06
124,2016,63,07
105,2016,63,08A
386,2016,63,08B
3,2016,63,09
8,2016,63,10
95,2016,63,11
356,2016,63,14
31,2016,63,15
13,2016,63,17
102,2016,63,18
29,2016,63,20
1,2016,63,22
24,2016,63,24
171,2016,63,26
2,2007,64,01A
7,2007,64,02
17,2007,64,03
17,2007,64,04A
28,2007,64,04B
133,2007,64,05
339,2007,64,06
71,2007,64,07
113,2007,64,08A
258,2007,64,08B
3,2007,64,09
13,2007,64,10
59,2007,64,11
437,2007,64,14
6,2007,64,15
10,2007,64,17
134,2007,64,18
3,2007,64,19
4,2007,64,20
6,2007,64,22
15,2007,64,24
256,2007,64,26
2,2008,64,01A
6,2008,64,02
28,2008,64,03
24,2008,64,04A
23,2008,64,04B
148,2008,64,05
402,2008,64,06
84,2008,64,07
78,2008,64,08A
266,2008,64,08B
4,2008,64,09
9,2008,64,10
70,2008,64,11
1,2008,64,12
410,2008,64,14
11,2008,64,15
5,2008,64,17
96,2008,64,18
10,2008,64,20
2,2008,64,22
8,2008,64,24
220,2008,64,26
1,2009,64,01A
5,2009,64,02
31,2009,64,03
29,2009,64,04A
34,2009,64,04B
125,2009,64,05
309,2009,64,06
54,2009,64,07
70,2009,64,08A
233,2009,64,08B
4,2009,64,09
6,2009,64,10
46,2009,64,11
383,2009,64,14
8,2009,64,15
1,2009,64,16
12,2009,64,17
82,2009,64,18
8,2009,64,20
4,2009,64,22
12,2009,64,24
203,2009,64,26
2,2010,64,02
16,2010,64,03
18,2010,64,04A
29,2010,64,04B
132,2010,64,05
248,2010,64,06
60,2010,64,07
76,2010,64,08A
224,2010,64,08B
2,2010,64,09
9,2010,64,10
34,2010,64,11
1,2010,64,13
268,2010,64,14
6,2010,64,15
2,2010,64,16
3,2010,64,17
67,2010,64,18
1,2010,64,19
10,2010,64,20
2,2010,64,22
34,2010,64,24
155,2010,64,26
4,2011,64,02
18,2011,64,03
23,2011,64,04A
26,2011,64,04B
164,2011,64,05
245,2011,64,06
34,2011,64,07
76,2011,64,08A
207,2011,64,08B
4,2011,64,09
8,2011,64,10
45,2011,64,11
240,2011,64,14
8,2011,64,15
12,2011,64,17
58,2011,64,18
4,2011,64,20
4,2011,64,22
10,2011,64,24
147,2011,64,26
3,2012,64,02
23,2012,64,03
14,2012,64,04A
15,2012,64,04B
106,2012,64,05
254,2012,64,06
38,2012,64,07
60,2012,64,08A
221,2012,64,08B
2,2012,64,09
10,2012,64,10
61,2012,64,11
1,2012,64,12
234,2012,64,14
6,2012,64,15
6,2012,64,17
51,2012,64,18
4,2012,64,20
5,2012,64,22
12,2012,64,24
152,2012,64,26
1,2013,64,01A
7,2013,64,02
16,2013,64,03
10,2013,64,04A
18,2013,64,04B
102,2013,64,05
223,2013,64,06
41,2013,64,07
49,2013,64,08A
164,2013,64,08B
1,2013,64,09
8,2013,64,10
71,2013,64,11
199,2013,64,14
4,2013,64,15
6,2013,64,17
44,2013,64,18
7,2013,64,20
2,2013,64,22
8,2013,64,24
134,2013,64,26
2,2014,64,01A
2,2014,64,02
14,2014,64,03
11,2014,64,04A
8,2014,64,04B
69,2014,64,05
239,2014,64,06
35,2014,64,07
51,2014,64,08A
134,2014,64,08B
3,2014,64,09
7,2014,64,10
76,2014,64,11
1,2014,64,13
135,2014,64,14
3,2014,64,15
6,2014,64,17
53,2014,64,18
6,2014,64,20
1,2014,64,22
18,2014,64,24
123,2014,64,26
9,2015,64,02
27,2015,64,03
14,2015,64,04A
12,2015,64,04B
78,2015,64,05
171,2015,64,06
43,2015,64,07
41,2015,64,08A
140,2015,64,08B
2,2015,64,09
5,2015,64,10
72,2015,64,11
150,2015,64,14
6,2015,64,15
9,2015,64,17
38,2015,64,18
1,2015,64,19
9,2015,64,20
9,2015,64,24
97,2015,64,26
5,2016,64,02
26,2016,64,03
13,2016,64,04A
10,2016,64,04B
91,2016,64,05
193,2016,64,06
47,2016,64,07
44,2016,64,08A
140,2016,64,08B
2,2016,64,09
9,2016,64,10
90,2016,64,11
1,2016,64,12
126,2016,64,14
4,2016,64,15
6,2016,64,17
20,2016,64,18
14,2016,64,20
1,2016,64,22
4,2016,64,24
115,2016,64,26
1,2007,65,01A
13,2007,65,02
83,2007,65,03
45,2007,65,04A
55,2007,65,04B
239,2007,65,05
915,2007,65,06
154,2007,65,07
119,2007,65,08A
374,2007,65,08B
5,2007,65,09
24,2007,65,10
97,2007,65,11
1,2007,65,13
592,2007,65,14
13,2007,65,15
2,2007,65,16
14,2007,65,17
163,2007,65,18
16,2007,65,20
7,2007,65,22
33,2007,65,24
239,2007,65,26
2,2008,65,01A
8,2008,65,02
104,2008,65,03
34,2008,65,04A
44,2008,65,04B
278,2008,65,05
1055,2008,65,06
142,2008,65,07
117,2008,65,08A
360,2008,65,08B
3,2008,65,09
23,2008,65,10
96,2008,65,11
531,2008,65,14
17,2008,65,15
1,2008,65,16
16,2008,65,17
135,2008,65,18
11,2008,65,20
1,2008,65,22
20,2008,65,24
275,2008,65,26
1,2009,65,01A
12,2009,65,02
121,2009,65,03
39,2009,65,04A
46,2009,65,04B
263,2009,65,05
959,2009,65,06
119,2009,65,07
105,2009,65,08A
310,2009,65,08B
5,2009,65,09
13,2009,65,10
71,2009,65,11
4,2009,65,13
557,2009,65,14
19,2009,65,15
1,2009,65,16
18,2009,65,17
129,2009,65,18
10,2009,65,20
8,2009,65,22
25,2009,65,24
262,2009,65,26
5,2010,65,01A
8,2010,65,02
82,2010,65,03
40,2010,65,04A
42,2010,65,04B
275,2010,65,05
709,2010,65,06
175,2010,65,07
79,2010,65,08A
313,2010,65,08B
6,2010,65,09
18,2010,65,10
66,2010,65,11
1,2010,65,13
483,2010,65,14
12,2010,65,15
1,2010,65,16
14,2010,65,17
137,2010,65,18
28,2010,65,20
4,2010,65,22
24,2010,65,24
248,2010,65,26
12,2011,65,02
110,2011,65,03
30,2011,65,04A
25,2011,65,04B
308,2011,65,05
785,2011,65,06
161,2011,65,07
99,2011,65,08A
277,2011,65,08B
2,2011,65,09
19,2011,65,10
73,2011,65,11
410,2011,65,14
9,2011,65,15
15,2011,65,17
135,2011,65,18
15,2011,65,20
4,2011,65,22
21,2011,65,24
169,2011,65,26
1,2012,65,01A
12,2012,65,02
94,2012,65,03
23,2012,65,04A
37,2012,65,04B
197,2012,65,05
797,2012,65,06
152,2012,65,07
90,2012,65,08A
289,2012,65,08B
7,2012,65,09
15,2012,65,10
92,2012,65,11
324,2012,65,14
9,2012,65,15
12,2012,65,17
71,2012,65,18
11,2012,65,20
8,2012,65,22
11,2012,65,24
195,2012,65,26
2,2013,65,01A
11,2013,65,02
101,2013,65,03
18,2013,65,04A
23,2013,65,04B
199,2013,65,05
768,2013,65,06
89,2013,65,07
70,2013,65,08A
249,2013,65,08B
4,2013,65,09
10,2013,65,10
87,2013,65,11
299,2013,65,14
18,2013,65,15
12,2013,65,17
87,2013,65,18
8,2013,65,20
4,2013,65,22
14,2013,65,24
174,2013,65,26
1,2014,65,01A
7,2014,65,02
56,2014,65,03
23,2014,65,04A
18,2014,65,04B
153,2014,65,05
752,2014,65,06
87,2014,65,07
88,2014,65,08A
197,2014,65,08B
4,2014,65,09
15,2014,65,10
93,2014,65,11
276,2014,65,14
10,2014,65,15
9,2014,65,16
15,2014,65,17
94,2014,65,18
13,2014,65,20
7,2014,65,22
18,2014,65,24
163,2014,65,26
9,2015,65,02
65,2015,65,03
25,2015,65,04A
25,2015,65,04B
143,2015,65,05
655,2015,65,06
117,2015,65,07
73,2015,65,08A
252,2015,65,08B
4,2015,65,09
7,2015,65,10
110,2015,65,11
279,2015,65,14
7,2015,65,15
10,2015,65,17
66,2015,65,18
17,2015,65,20
3,2015,65,22
14,2015,65,24
167,2015,65,26
5,2016,65,01A
10,2016,65,02
101,2016,65,03
37,2016,65,04A
44,2016,65,04B
177,2016,65,05
555,2016,65,06
99,2016,65,07
70,2016,65,08A
258,2016,65,08B
16,2016,65,09
8,2016,65,10
132,2016,65,11
1,2016,65,13
352,2016,65,14
9,2016,65,15
7,2016,65,17
43,2016,65,18
26,2016,65,20
2,2016,65,22
7,2016,65,24
171,2016,65,26
16,2007,66,01A
60,2007,66,02
571,2007,66,03
200,2007,66,04A
361,2007,66,04B
810,2007,66,05
