count,month,year,community_area,primary_type
4,11,2014,8,04A
10,11,2014,8,04B
11,11,2014,8,05
340,11,2014,8,06
11,11,2014,8,07
16,11,2014,8,08A
81,11,2014,8,08B
3,11,2014,8,10
96,11,2014,8,11
43,11,2014,8,14
11,11,2014,8,16
2,11,2014,8,17
9,11,2014,8,18
1,11,2014,8,20
4,11,2014,8,22
3,11,2014,8,24
58,11,2014,8,26
1,11,2014,9,05
2,11,2014,9,06
1,11,2014,9,08A
2,11,2014,9,08B
1,11,2014,9,10
2,11,2014,9,11
1,11,2014,9,14
3,11,2014,9,26
2,11,2014,10,04A
6,11,2014,10,05
22,11,2014,10,06
6,11,2014,10,07
7,11,2014,10,08A
12,11,2014,10,08B
1,11,2014,10,09
7,11,2014,10,11
15,11,2014,10,14
1,11,2014,10,15
1,11,2014,10,17
6,11,2014,10,18
1,11,2014,10,22
1,11,2014,10,24
8,11,2014,10,26
1,11,2014,11,03
1,11,2014,11,04A
1,11,2014,11,04B
12,11,2014,11,05
20,11,2014,11,06
10,11,2014,11,07
6,11,2014,11,08A
18,11,2014,11,08B
1,11,2014,11,10
7,11,2014,11,11
18,11,2014,11,14
1,11,2014,11,15
1,11,2014,11,17
4,11,2014,11,18
7,11,2014,11,26
5,11,2014,12,05
7,11,2014,12,06
2,11,2014,12,07
2,11,2014,12,08A
1,11,2014,12,08B
1,11,2014,12,10
4,11,2014,12,11
9,11,2014,12,14
2,11,2014,12,26
1,11,2014,13,03
5,11,2014,13,05
24,11,2014,13,06
2,11,2014,13,07
3,11,2014,13,08A
6,11,2014,13,08B
1,11,2014,13,09
5,11,2014,13,11
12,11,2014,13,14
3,11,2014,13,18
5,11,2014,13,26
1,11,2014,14,02
16,11,2014,14,03
2,11,2014,14,04A
3,11,2014,14,04B
13,11,2014,14,05
43,11,2014,14,06
17,11,2014,14,07
9,11,2014,14,08A
26,11,2014,14,08B
1,11,2014,14,10
8,11,2014,14,11
20,11,2014,14,14
2,11,2014,14,15
1,11,2014,14,17
11,11,2014,14,18
3,11,2014,14,20
2,11,2014,14,22
1,11,2014,14,24
19,11,2014,14,26
2,11,2014,15,02
3,11,2014,15,03
5,11,2014,15,04A
4,11,2014,15,04B
30,11,2014,15,05
45,11,2014,15,06
15,11,2014,15,07
10,11,2014,15,08A
35,11,2014,15,08B
2,11,2014,15,10
13,11,2014,15,11
35,11,2014,15,14
1,11,2014,15,15
1,11,2014,15,17
17,11,2014,15,18
1,11,2014,15,20
4,11,2014,15,24
28,11,2014,15,26
3,11,2014,16,02
10,11,2014,16,03
3,11,2014,16,04A
5,11,2014,16,04B
14,11,2014,16,05
44,11,2014,16,06
13,11,2014,16,07
7,11,2014,16,08A
38,11,2014,16,08B
11,11,2014,16,11
31,11,2014,16,14
1,11,2014,16,15
2,11,2014,16,17
7,11,2014,16,18
2,11,2014,16,24
24,11,2014,16,26
4,11,2014,17,03
3,11,2014,17,04A
2,11,2014,17,04B
10,11,2014,17,05
34,11,2014,17,06
11,11,2014,17,07
5,11,2014,17,08A
18,11,2014,17,08B
7,11,2014,17,11
20,11,2014,17,14
1,11,2014,17,16
3,11,2014,17,18
2,11,2014,17,20
19,11,2014,17,26
1,11,2014,18,02
2,11,2014,18,03
2,11,2014,18,04A
1,11,2014,18,04B
3,11,2014,18,05
10,11,2014,18,06
4,11,2014,18,07
3,11,2014,18,08A
9,11,2014,18,08B
1,11,2014,18,10
1,11,2014,18,11
7,11,2014,18,14
2,11,2014,18,18
7,11,2014,18,26
2,11,2014,19,01A
3,11,2014,19,02
17,11,2014,19,03
5,11,2014,19,04A
7,11,2014,19,04B
14,11,2014,19,05
87,11,2014,19,06
33,11,2014,19,07
15,11,2014,19,08A
70,11,2014,19,08B
1,11,2014,19,09
28,11,2014,19,11
1,11,2014,19,13
49,11,2014,19,14
6,11,2014,19,15
9,11,2014,19,16
28,11,2014,19,18
2,11,2014,19,20
7,11,2014,19,24
39,11,2014,19,26
3,11,2014,20,03
1,11,2014,20,04A
1,11,2014,20,04B
10,11,2014,20,05
14,11,2014,20,06
16,11,2014,20,07
3,11,2014,20,08A
28,11,2014,20,08B
1,11,2014,20,10
4,11,2014,20,11
14,11,2014,20,14
4,11,2014,20,15
2,11,2014,20,17
12,11,2014,20,18
6,11,2014,20,24
21,11,2014,20,26
2,11,2014,21,02
11,11,2014,21,03
5,11,2014,21,04A
3,11,2014,21,04B
15,11,2014,21,05
48,11,2014,21,06
6,11,2014,21,07
3,11,2014,21,08A
32,11,2014,21,08B
2,11,2014,21,09
1,11,2014,21,10
5,11,2014,21,11
19,11,2014,21,14
1,11,2014,21,15
1,11,2014,21,17
4,11,2014,21,18
15,11,2014,21,26
5,11,2014,22,02
15,11,2014,22,03
6,11,2014,22,04A
5,11,2014,22,04B
22,11,2014,22,05
124,11,2014,22,06
23,11,2014,22,07
13,11,2014,22,08A
54,11,2014,22,08B
2,11,2014,22,10
18,11,2014,22,11
41,11,2014,22,14
1,11,2014,22,17
11,11,2014,22,18
1,11,2014,22,20
5,11,2014,22,24
20,11,2014,22,26
6,11,2014,23,01A
6,11,2014,23,02
28,11,2014,23,03
14,11,2014,23,04A
18,11,2014,23,04B
21,11,2014,23,05
71,11,2014,23,06
25,11,2014,23,07
26,11,2014,23,08A
104,11,2014,23,08B
1,11,2014,23,09
4,11,2014,23,10
19,11,2014,23,11
69,11,2014,23,14
5,11,2014,23,15
16,11,2014,23,16
177,11,2014,23,18
1,11,2014,23,19
2,11,2014,23,20
11,11,2014,23,24
71,11,2014,23,26
2,11,2014,24,02
19,11,2014,24,03
8,11,2014,24,04A
8,11,2014,24,04B
51,11,2014,24,05
177,11,2014,24,06
18,11,2014,24,07
12,11,2014,24,08A
65,11,2014,24,08B
1,11,2014,24,10
25,11,2014,24,11
1,11,2014,24,13
60,11,2014,24,14
1,11,2014,24,15
1,11,2014,24,17
8,11,2014,24,18
2,11,2014,24,20
4,11,2014,24,22
2,11,2014,24,24
28,11,2014,24,26
1,11,2014,25,01A
12,11,2014,25,02
63,11,2014,25,03
14,11,2014,25,04A
33,11,2014,25,04B
43,11,2014,25,05
168,11,2014,25,06
59,11,2014,25,07
66,11,2014,25,08A
254,11,2014,25,08B
4,11,2014,25,09
4,11,2014,25,10
53,11,2014,25,11
117,11,2014,25,14
15,11,2014,25,15
43,11,2014,25,16
5,11,2014,25,17
285,11,2014,25,18
3,11,2014,25,19
8,11,2014,25,20
1,11,2014,25,22
24,11,2014,25,24
174,11,2014,25,26
2,11,2014,26,01A
22,11,2014,26,03
9,11,2014,26,04A
9,11,2014,26,04B
15,11,2014,26,05
44,11,2014,26,06
9,11,2014,26,07
12,11,2014,26,08A
51,11,2014,26,08B
3,11,2014,26,09
16,11,2014,26,11
29,11,2014,26,14
10,11,2014,26,15
21,11,2014,26,16
1,11,2014,26,17
164,11,2014,26,18
1,11,2014,26,19
1,11,2014,26,20
7,11,2014,26,24
46,11,2014,26,26
2,11,2014,27,02
20,11,2014,27,03
5,11,2014,27,04A
11,11,2014,27,04B
9,11,2014,27,05
45,11,2014,27,06
13,11,2014,27,07
19,11,2014,27,08A
70,11,2014,27,08B
2,11,2014,27,09
3,11,2014,27,10
17,11,2014,27,11
30,11,2014,27,14
4,11,2014,27,15
8,11,2014,27,16
2,11,2014,27,17
115,11,2014,27,18
1,11,2014,27,19
3,11,2014,27,20
10,11,2014,27,24
41,11,2014,27,26
2,11,2014,28,01A
5,11,2014,28,02
19,11,2014,28,03
7,11,2014,28,04A
17,11,2014,28,04B
14,11,2014,28,05
211,11,2014,28,06
21,11,2014,28,07
23,11,2014,28,08A
72,11,2014,28,08B
1,11,2014,28,09
1,11,2014,28,10
37,11,2014,28,11
46,11,2014,28,14
2,11,2014,28,15
7,11,2014,28,17
16,11,2014,28,18
1,11,2014,28,20
3,11,2014,28,24
44,11,2014,28,26
6,11,2014,29,02
27,11,2014,29,03
12,11,2014,29,04A
21,11,2014,29,04B
37,11,2014,29,05
82,11,2014,29,06
26,11,2014,29,07
19,11,2014,29,08A
103,11,2014,29,08B
1,11,2014,29,09
5,11,2014,29,10
21,11,2014,29,11
64,11,2014,29,14
11,11,2014,29,15
162,11,2014,29,18
2,11,2014,29,19
1,11,2014,29,20
7,11,2014,29,24
64,11,2014,29,26
1,11,2014,30,01A
1,11,2014,30,02
14,11,2014,30,03
3,11,2014,30,04A
7,11,2014,30,04B
18,11,2014,30,05
48,11,2014,30,06
13,11,2014,30,07
16,11,2014,30,08A
56,11,2014,30,08B
5,11,2014,30,11
34,11,2014,30,14
5,11,2014,30,15
1,11,2014,30,16
3,11,2014,30,17
28,11,2014,30,18
1,11,2014,30,20
1,11,2014,30,22
8,11,2014,30,24
29,11,2014,30,26
1,11,2014,31,02
3,11,2014,31,03
4,11,2014,31,04A
2,11,2014,31,04B
11,11,2014,31,05
51,11,2014,31,06
12,11,2014,31,07
8,11,2014,31,08A
32,11,2014,31,08B
1,11,2014,31,09
13,11,2014,31,11
21,11,2014,31,14
5,11,2014,31,15
15,11,2014,31,18
1,11,2014,31,20
2,11,2014,31,24
17,11,2014,31,26
2,11,2014,32,02
8,11,2014,32,03
4,11,2014,32,04A
2,11,2014,32,04B
4,11,2014,32,05
286,11,2014,32,06
6,11,2014,32,07
23,11,2014,32,08A
59,11,2014,32,08B
9,11,2014,32,10
62,11,2014,32,11
1,11,2014,32,12
34,11,2014,32,14
1,11,2014,32,15
9,11,2014,32,18
2,11,2014,32,24
46,11,2014,32,26
1,11,2014,33,02
3,11,2014,33,03
1,11,2014,33,04A
5,11,2014,33,04B
2,11,2014,33,05
41,11,2014,33,06
2,11,2014,33,07
9,11,2014,33,08A
22,11,2014,33,08B
9,11,2014,33,11
17,11,2014,33,14
1,11,2014,33,16
21,11,2014,33,26
8,11,2014,34,03
1,11,2014,34,04A
2,11,2014,34,04B
7,11,2014,34,05
10,11,2014,34,06
4,11,2014,34,07
7,11,2014,34,08A
14,11,2014,34,08B
1,11,2014,34,10
3,11,2014,34,11
6,11,2014,34,14
2,11,2014,34,17
2,11,2014,34,18
6,11,2014,34,26
1,11,2014,35,02
10,11,2014,35,03
4,11,2014,35,04A
4,11,2014,35,04B
31,11,2014,35,06
13,11,2014,35,07
13,11,2014,35,08A
38,11,2014,35,08B
10,11,2014,35,11
19,11,2014,35,14
3,11,2014,35,15
8,11,2014,35,18
2,11,2014,35,24
33,11,2014,35,26
1,11,2014,36,02
4,11,2014,36,03
1,11,2014,36,04B
1,11,2014,36,05
12,11,2014,36,06
5,11,2014,36,07
2,11,2014,36,08A
8,11,2014,36,08B
2,11,2014,36,11
16,11,2014,36,14
1,11,2014,36,15
1,11,2014,36,17
6,11,2014,36,26
1,11,2014,37,03
1,11,2014,37,04A
2,11,2014,37,05
18,11,2014,37,06
4,11,2014,37,08A
10,11,2014,37,08B
2,11,2014,37,11
7,11,2014,37,14
1,11,2014,37,15
3,11,2014,37,18
2,11,2014,37,24
12,11,2014,37,26
1,11,2014,38,02
7,11,2014,38,03
4,11,2014,38,04A
6,11,2014,38,04B
11,11,2014,38,05
62,11,2014,38,06
14,11,2014,38,07
12,11,2014,38,08A
51,11,2014,38,08B
12,11,2014,38,11
31,11,2014,38,14
1,11,2014,38,15
3,11,2014,38,16
1,11,2014,38,17
14,11,2014,38,18
2,11,2014,38,20
3,11,2014,38,24
18,11,2014,38,26
8,11,2014,39,03
1,11,2014,39,04A
1,11,2014,39,04B
5,11,2014,39,05
35,11,2014,39,06
9,11,2014,39,07
3,11,2014,39,08A
20,11,2014,39,08B
1,11,2014,39,10
5,11,2014,39,11
15,11,2014,39,14
8,11,2014,39,26
1,11,2014,40,02
18,11,2014,40,03
5,11,2014,40,04A
8,11,2014,40,04B
19,11,2014,40,05
23,11,2014,40,06
10,11,2014,40,07
5,11,2014,40,08A
41,11,2014,40,08B
8,11,2014,40,11
24,11,2014,40,14
1,11,2014,40,15
14,11,2014,40,18
17,11,2014,40,26
2,11,2014,41,02
16,11,2014,41,03
2,11,2014,41,04A
3,11,2014,41,04B
4,11,2014,41,05
30,11,2014,41,06
9,11,2014,41,07
2,11,2014,41,08A
9,11,2014,41,08B
7,11,2014,41,11
3,11,2014,41,14
3,11,2014,41,17
1,11,2014,41,20
6,11,2014,41,26
5,11,2014,42,02
16,11,2014,42,03
6,11,2014,42,04A
16,11,2014,42,04B
29,11,2014,42,05
59,11,2014,42,06
17,11,2014,42,07
15,11,2014,42,08A
48,11,2014,42,08B
1,11,2014,42,10
15,11,2014,42,11
45,11,2014,42,14
2,11,2014,42,15
5,11,2014,42,16
1,11,2014,42,17
29,11,2014,42,18
2,11,2014,42,20
10,11,2014,42,24
49,11,2014,42,26
2,11,2014,43,01A
4,11,2014,43,02
34,11,2014,43,03
17,11,2014,43,04A
27,11,2014,43,04B
54,11,2014,43,05
114,11,2014,43,06
31,11,2014,43,07
39,11,2014,43,08A
121,11,2014,43,08B
32,11,2014,43,11
81,11,2014,43,14
7,11,2014,43,15
1,11,2014,43,17
60,11,2014,43,18
1,11,2014,43,19
3,11,2014,43,20
14,11,2014,43,24
90,11,2014,43,26
2,11,2014,44,01A
1,11,2014,44,02
16,11,2014,44,03
7,11,2014,44,04A
10,11,2014,44,04B
32,11,2014,44,05
117,11,2014,44,06
13,11,2014,44,07
33,11,2014,44,08A
73,11,2014,44,08B
2,11,2014,44,10
17,11,2014,44,11
50,11,2014,44,14
8,11,2014,44,15
44,11,2014,44,18
1,11,2014,44,20
12,11,2014,44,24
34,11,2014,44,26
4,11,2014,45,02
7,11,2014,45,03
1,11,2014,45,04A
4,11,2014,45,04B
5,11,2014,45,05
33,11,2014,45,06
5,11,2014,45,07
7,11,2014,45,08A
15,11,2014,45,08B
2,11,2014,45,10
5,11,2014,45,11
12,11,2014,45,14
1,11,2014,45,15
12,11,2014,45,18
4,11,2014,45,24
12,11,2014,45,26
1,11,2014,46,01A
2,11,2014,46,02
10,11,2014,46,03
10,11,2014,46,04A
12,11,2014,46,04B
21,11,2014,46,05
59,11,2014,46,06
15,11,2014,46,07
23,11,2014,46,08A
77,11,2014,46,08B
1,11,2014,46,10
9,11,2014,46,11
46,11,2014,46,14
4,11,2014,46,15
1,11,2014,46,16
4,11,2014,46,17
54,11,2014,46,18
3,11,2014,46,20
2,11,2014,46,22
11,11,2014,46,24
57,11,2014,46,26
2,11,2014,47,05
9,11,2014,47,06
1,11,2014,47,07
6,11,2014,47,08B
2,11,2014,47,18
2,11,2014,47,24
1,11,2014,47,26
4,11,2014,48,03
3,11,2014,48,04B
10,11,2014,48,05
21,11,2014,48,06
9,11,2014,48,07
4,11,2014,48,08A
11,11,2014,48,08B
4,11,2014,48,11
16,11,2014,48,14
1,11,2014,48,15
10,11,2014,48,18
14,11,2014,48,26
1,11,2014,49,01A
2,11,2014,49,02
26,11,2014,49,03
19,11,2014,49,04A
11,11,2014,49,04B
31,11,2014,49,05
74,11,2014,49,06
16,11,2014,49,07
27,11,2014,49,08A
84,11,2014,49,08B
4,11,2014,49,10
16,11,2014,49,11
69,11,2014,49,14
11,11,2014,49,15
4,11,2014,49,16
61,11,2014,49,18
4,11,2014,49,20
7,11,2014,49,24
43,11,2014,49,26
1,11,2014,50,03
2,11,2014,50,04A
2,11,2014,50,04B
8,11,2014,50,05
24,11,2014,50,06
3,11,2014,50,07
3,11,2014,50,08A
14,11,2014,50,08B
3,11,2014,50,10
4,11,2014,50,11
11,11,2014,50,14
2,11,2014,50,15
1,11,2014,50,17
4,11,2014,50,18
1,11,2014,50,20
3,11,2014,50,24
10,11,2014,50,26
1,11,2014,51,01A
1,11,2014,51,02
11,11,2014,51,03
4,11,2014,51,04A
1,11,2014,51,04B
9,11,2014,51,05
35,11,2014,51,06
7,11,2014,51,07
2,11,2014,51,08A
18,11,2014,51,08B
1,11,2014,51,09
1,11,2014,51,10
9,11,2014,51,11
10,11,2014,51,14
5,11,2014,51,15
1,11,2014,51,17
17,11,2014,51,18
4,11,2014,51,24
22,11,2014,51,26
1,11,2014,52,02
2,11,2014,52,03
2,11,2014,52,04A
5,11,2014,52,04B
15,11,2014,52,05
17,11,2014,52,06
1,11,2014,52,07
1,11,2014,52,08A
21,11,2014,52,08B
3,11,2014,52,11
1,11,2014,52,12
14,11,2014,52,14
1,11,2014,52,15
10,11,2014,52,18
3,11,2014,52,24
11,11,2014,52,26
1,11,2014,53,01A
4,11,2014,53,02
14,11,2014,53,03
3,11,2014,53,04A
6,11,2014,53,04B
34,11,2014,53,05
46,11,2014,53,06
13,11,2014,53,07
17,11,2014,53,08A
55,11,2014,53,08B
2,11,2014,53,09
9,11,2014,53,11
40,11,2014,53,14
12,11,2014,53,15
1,11,2014,53,16
33,11,2014,53,18
1,11,2014,53,20
8,11,2014,53,24
32,11,2014,53,26
2,11,2014,54,03
1,11,2014,54,04A
4,11,2014,54,04B
4,11,2014,54,05
14,11,2014,54,06
5,11,2014,54,07
8,11,2014,54,08A
25,11,2014,54,08B
4,11,2014,54,11
16,11,2014,54,14
4,11,2014,54,15
6,11,2014,54,18
12,11,2014,54,26
1,11,2014,55,04A
1,11,2014,55,04B
4,11,2014,55,05
16,11,2014,55,06
1,11,2014,55,07
6,11,2014,55,08A
3,11,2014,55,08B
5,11,2014,55,11
10,11,2014,55,14
2,11,2014,55,18
1,11,2014,55,24
6,11,2014,55,26
1,11,2014,56,02
5,11,2014,56,03
4,11,2014,56,04A
10,11,2014,56,05
21,11,2014,56,06
3,11,2014,56,07
1,11,2014,56,08A
22,11,2014,56,08B
1,11,2014,56,10
5,11,2014,56,11
32,11,2014,56,14
1,11,2014,56,15
7,11,2014,56,16
1,11,2014,56,17
13,11,2014,56,18
1,11,2014,56,20
1,11,2014,56,22
3,11,2014,56,24
13,11,2014,56,26
2,11,2014,57,02
5,11,2014,57,03
2,11,2014,57,05
14,11,2014,57,06
9,11,2014,57,07
2,11,2014,57,08A
10,11,2014,57,08B
2,11,2014,57,11
14,11,2014,57,14
1,11,2014,57,15
4,11,2014,57,16
12,11,2014,57,18
1,11,2014,57,24
5,11,2014,57,26
3,11,2014,58,02
6,11,2014,58,03
2,11,2014,58,04A
5,11,2014,58,04B
21,11,2014,58,05
33,11,2014,58,06
9,11,2014,58,07
8,11,2014,58,08A
44,11,2014,58,08B
1,11,2014,58,10
5,11,2014,58,11
41,11,2014,58,14
6,11,2014,58,15
1,11,2014,58,16
2,11,2014,58,17
31,11,2014,58,18
2,11,2014,58,20
2,11,2014,58,24
12,11,2014,58,26
5,11,2014,59,03
2,11,2014,59,04B
3,11,2014,59,05
23,11,2014,59,06
2,11,2014,59,07
1,11,2014,59,08A
17,11,2014,59,08B
2,11,2014,59,09
3,11,2014,59,10
2,11,2014,59,11
15,11,2014,59,14
1,11,2014,59,17
3,11,2014,59,18
1,11,2014,59,20
11,11,2014,59,26
5,11,2014,60,03
4,11,2014,60,04B
7,11,2014,60,05
28,11,2014,60,06
4,11,2014,60,07
6,11,2014,60,08A
15,11,2014,60,08B
1,11,2014,60,10
4,11,2014,60,11
22,11,2014,60,14
2,11,2014,60,17
3,11,2014,60,18
1,11,2014,60,22
7,11,2014,60,26
1,11,2014,61,01A
4,11,2014,61,02
18,11,2014,61,03
2,11,2014,61,04A
14,11,2014,61,04B
14,11,2014,61,05
81,11,2014,61,06
15,11,2014,61,07
14,11,2014,61,08A
72,11,2014,61,08B
3,11,2014,61,10
13,11,2014,61,11
31,11,2014,61,14
4,11,2014,61,15
2,11,2014,61,17
39,11,2014,61,18
5,11,2014,61,20
3,11,2014,61,24
40,11,2014,61,26
4,11,2014,62,03
1,11,2014,62,04A
1,11,2014,62,04B
4,11,2014,62,05
16,11,2014,62,06
3,11,2014,62,07
6,11,2014,62,08A
6,11,2014,62,08B
2,11,2014,62,10
8,11,2014,62,11
19,11,2014,62,14
1,11,2014,62,17
3,11,2014,62,18
3,11,2014,62,24
3,11,2014,62,26
1,11,2014,63,01A
1,11,2014,63,02
8,11,2014,63,03
2,11,2014,63,04A
7,11,2014,63,04B
13,11,2014,63,05
30,11,2014,63,06
13,11,2014,63,07
7,11,2014,63,08A
34,11,2014,63,08B
2,11,2014,63,09
1,11,2014,63,10
9,11,2014,63,11
34,11,2014,63,14
4,11,2014,63,15
17,11,2014,63,18
2,11,2014,63,24
20,11,2014,63,26
1,11,2014,64,02
2,11,2014,64,03
2,11,2014,64,04A
1,11,2014,64,04B
7,11,2014,64,05
18,11,2014,64,06
4,11,2014,64,07
4,11,2014,64,08A
11,11,2014,64,08B
1,11,2014,64,10
2,11,2014,64,11
12,11,2014,64,14
5,11,2014,64,18
9,11,2014,64,26
4,11,2014,65,03
4,11,2014,65,04A
1,11,2014,65,04B
19,11,2014,65,05
71,11,2014,65,06
14,11,2014,65,07
8,11,2014,65,08A
19,11,2014,65,08B
1,11,2014,65,09
3,11,2014,65,10
5,11,2014,65,11
30,11,2014,65,14
1,11,2014,65,16
1,11,2014,65,17
10,11,2014,65,18
24,11,2014,65,26
1,11,2014,66,01A
5,11,2014,66,02
20,11,2014,66,03
8,11,2014,66,04A
17,11,2014,66,04B
50,11,2014,66,05
87,11,2014,66,06
29,11,2014,66,07
26,11,2014,66,08A
85,11,2014,66,08B
5,11,2014,66,09
3,11,2014,66,10
21,11,2014,66,11
67,11,2014,66,14
7,11,2014,66,15
4,11,2014,66,16
1,11,2014,66,17
30,11,2014,66,18
1,11,2014,66,19
1,11,2014,66,20
13,11,2014,66,24
57,11,2014,66,26
3,11,2014,67,01A
1,11,2014,67,02
21,11,2014,67,03
10,11,2014,67,04A
28,11,2014,67,04B
25,11,2014,67,05
79,11,2014,67,06
17,11,2014,67,07
27,11,2014,67,08A
103,11,2014,67,08B
2,11,2014,67,09
17,11,2014,67,11
46,11,2014,67,14
19,11,2014,67,15
84,11,2014,67,18
1,11,2014,67,20
1,11,2014,67,22
11,11,2014,67,24
47,11,2014,67,26
3,11,2014,68,01A
4,11,2014,68,02
24,11,2014,68,03
10,11,2014,68,04A
22,11,2014,68,04B
23,11,2014,68,05
66,11,2014,68,06
22,11,2014,68,07
28,11,2014,68,08A
103,11,2014,68,08B
1,11,2014,68,09
5,11,2014,68,10
17,11,2014,68,11
48,11,2014,68,14
8,11,2014,68,15
3,11,2014,68,17
64,11,2014,68,18
2,11,2014,68,20
1,11,2014,68,22
10,11,2014,68,24
56,11,2014,68,26
1,11,2014,69,01A
4,11,2014,69,02
25,11,2014,69,03
12,11,2014,69,04A
18,11,2014,69,04B
29,11,2014,69,05
89,11,2014,69,06
16,11,2014,69,07
33,11,2014,69,08A
87,11,2014,69,08B
1,11,2014,69,09
2,11,2014,69,10
16,11,2014,69,11
63,11,2014,69,14
10,11,2014,69,15
2,11,2014,69,17
42,11,2014,69,18
3,11,2014,69,20
2,11,2014,69,22
4,11,2014,69,24
59,11,2014,69,26
1,11,2014,70,01A
1,11,2014,70,02
6,11,2014,70,03
4,11,2014,70,04A
2,11,2014,70,04B
39,11,2014,70,05
45,11,2014,70,06
15,11,2014,70,07
9,11,2014,70,08A
28,11,2014,70,08B
1,11,2014,70,09
23,11,2014,70,11
37,11,2014,70,14
6,11,2014,70,18
25,11,2014,70,26
6,11,2014,71,02
25,11,2014,71,03
10,11,2014,71,04A
16,11,2014,71,04B
28,11,2014,71,05
99,11,2014,71,06
31,11,2014,71,07
21,11,2014,71,08A
102,11,2014,71,08B
1,11,2014,71,09
25,11,2014,71,11
67,11,2014,71,14
5,11,2014,71,15
3,11,2014,71,17
54,11,2014,71,18
3,11,2014,71,20
5,11,2014,71,24
48,11,2014,71,26
1,11,2014,72,02
3,11,2014,72,03
1,11,2014,72,04A
8,11,2014,72,05
17,11,2014,72,06
3,11,2014,72,07
6,11,2014,72,08A
4,11,2014,72,08B
9,11,2014,72,11
9,11,2014,72,14
2,11,2014,72,18
6,11,2014,72,26
1,11,2014,73,01A
1,11,2014,73,02
12,11,2014,73,03
4,11,2014,73,04A
4,11,2014,73,04B
7,11,2014,73,05
39,11,2014,73,06
9,11,2014,73,07
8,11,2014,73,08A
36,11,2014,73,08B
1,11,2014,73,10
7,11,2014,73,11
23,11,2014,73,14
8,11,2014,73,15
2,11,2014,73,17
14,11,2014,73,18
3,11,2014,73,20
2,11,2014,73,24
37,11,2014,73,26
1,11,2014,74,05
13,11,2014,74,06
4,11,2014,74,08A
12,11,2014,74,08B
2,11,2014,74,11
7,11,2014,74,14
8,11,2014,74,26
1,11,2014,75,02
6,11,2014,75,03
1,11,2014,75,04A
3,11,2014,75,04B
10,11,2014,75,05
33,11,2014,75,06
7,11,2014,75,07
12,11,2014,75,08A
19,11,2014,75,08B
1,11,2014,75,10
12,11,2014,75,11
15,11,2014,75,14
1,11,2014,75,15
1,11,2014,75,17
7,11,2014,75,18
1,11,2014,75,20
4,11,2014,75,24
20,11,2014,75,26
1,11,2014,76,01A
1,11,2014,76,02
1,11,2014,76,04A
3,11,2014,76,05
33,11,2014,76,06
3,11,2014,76,07
4,11,2014,76,08A
11,11,2014,76,08B
5,11,2014,76,11
4,11,2014,76,14
1,11,2014,76,15
7,11,2014,76,18
57,11,2014,76,26
1,11,2014,77,02
3,11,2014,77,03
1,11,2014,77,04A
1,11,2014,77,04B
5,11,2014,77,05
60,11,2014,77,06
4,11,2014,77,07
1,11,2014,77,08A
32,11,2014,77,08B
4,11,2014,77,10
21,11,2014,77,11
20,11,2014,77,14
12,11,2014,77,18
1,11,2014,77,20
13,11,2014,77,26
1,11,2015,1,01A
2,11,2015,1,02
9,11,2015,1,03
7,11,2015,1,04A
4,11,2015,1,04B
9,11,2015,1,05
58,11,2015,1,06
9,11,2015,1,07
15,11,2015,1,08A
23,11,2015,1,08B
1,11,2015,1,09
1,11,2015,1,10
10,11,2015,1,11
47,11,2015,1,14
4,11,2015,1,15
2,11,2015,1,17
28,11,2015,1,18
2,11,2015,1,20
3,11,2015,1,24
23,11,2015,1,26
1,11,2015,2,01A
11,11,2015,2,03
1,11,2015,2,04A
2,11,2015,2,04B
29,11,2015,2,05
69,11,2015,2,06
12,11,2015,2,07
10,11,2015,2,08A
37,11,2015,2,08B
4,11,2015,2,10
17,11,2015,2,11
37,11,2015,2,14
1,11,2015,2,15
2,11,2015,2,17
10,11,2015,2,18
1,11,2015,2,19
2,11,2015,2,20
3,11,2015,2,24
27,11,2015,2,26
1,11,2015,3,01A
4,11,2015,3,02
3,11,2015,3,03
3,11,2015,3,04A
6,11,2015,3,04B
10,11,2015,3,05
65,11,2015,3,06
24,11,2015,3,07
17,11,2015,3,08A
51,11,2015,3,08B
1,11,2015,3,09
1,11,2015,3,10
32,11,2015,3,11
34,11,2015,3,14
1,11,2015,3,15
4,11,2015,3,17
16,11,2015,3,18
3,11,2015,3,20
1,11,2015,3,22
20,11,2015,3,26
2,11,2015,4,03
1,11,2015,4,04B
4,11,2015,4,05
40,11,2015,4,06
4,11,2015,4,07
5,11,2015,4,08A
25,11,2015,4,08B
3,11,2015,4,10
8,11,2015,4,11
23,11,2015,4,14
2,11,2015,4,15
3,11,2015,4,17
5,11,2015,4,18
16,11,2015,4,26
2,11,2015,5,03
1,11,2015,5,04A
1,11,2015,5,04B
4,11,2015,5,05
45,11,2015,5,06
4,11,2015,5,07
6,11,2015,5,08A
9,11,2015,5,08B
4,11,2015,5,09
3,11,2015,5,11
19,11,2015,5,14
1,11,2015,5,17
2,11,2015,5,18
11,11,2015,5,26
3,11,2015,6,02
11,11,2015,6,03
3,11,2015,6,04A
5,11,2015,6,04B
43,11,2015,6,05
155,11,2015,6,06
19,11,2015,6,07
10,11,2015,6,08A
47,11,2015,6,08B
3,11,2015,6,09
2,11,2015,6,10
41,11,2015,6,11
48,11,2015,6,14
1,11,2015,6,15
1,11,2015,6,17
8,11,2015,6,18
3,11,2015,6,24
28,11,2015,6,26
